inspection_id,batch_id,machine_id,line_id,factory_id,product_id,supplier_id,operator_id,inspection_date,inspector_id,sample_size,passed_samples,failed_samples,defect_type,defect_severity,measured_dimension_mm,inspection_result,estimated_quality_loss_inr
QIN022682,BAT010718,MCH0019,LIN029,FAC010,PRD0100,SUP0119,OPR0875,2025-03-09,INS035,57,53,4,Burr,Critical,49.79,Fail,12495.01
QIN022683,BAT013389,MCH0474,LIN003,FAC001,PRD0031,SUP0058,OPR0769,2023-08-11,INS011,205,198,7,Dimensional Error,Critical,49.98,Fail,724.38
QIN022684,BAT041348,MCH0299,LIN014,FAC005,PRD0086,SUP0082,OPR0136,2026-06-08,INS057,44,39,5,Porosity,Minor,50.048,Fail,41837.9
QIN022685,BAT035781,MCH0400,LIN002,FAC001,PRD0106,SUP0106,OPR0951,2024-07-23,INS078,141,129,12,Porosity,Minor,50.811,Fail,1326.5
QIN022686,BAT040916,MCH0298,LIN016,FAC006,PRD0150,SUP0201,OPR0768,2025-11-20,INS055,191,166,25,Porosity,Major,49.858,Fail,8501.3
QIN022687,BAT029827,MCH0125,LIN008,FAC003,PRD0050,SUP0014,OPR0852,2024-04-03,INS053,246,213,33,Dimensional Error,Minor,49.601,Fail,111774.68
QIN022688,BAT006308,MCH0083,LIN010,FAC004,PRD0105,SUP0005,OPR0776,2026-04-24,INS080,146,132,14,Electrical Failure,Minor,49.505,Fail,12562.53
QIN022689,BAT038396,MCH0395,LIN004,FAC002,PRD0038,SUP0071,OPR0353,2025-08-31,INS086,217,187,30,Misalignment,Major,48.495,Fail,9534.52
QIN022690,BAT017643,MCH0241,LIN010,FAC004,PRD0077,SUP0057,OPR0752,2023-01-26,INS055,185,167,18,Misalignment,Minor,49.352,Fail,43424.1
QIN022691,BAT036449,MCH0452,LIN026,FAC009,PRD0073,SUP0009,OPR0698,2025-04-09,INS063,250,222,28,Burr,Major,48.331,Fail,85765.27
QIN022692,BAT048821,MCH0265,LIN011,FAC004,PRD0021,SUP0089,OPR0169,2023-06-08,INS071,170,162,8,Surface Crack,Minor,50.011,Pass,653.85
QIN022693,BAT000264,MCH0523,LIN023,FAC008,PRD0004,SUP0073,OPR0571,2024-02-13,INS037,179,166,13,Discoloration,Minor,50.36,Fail,2756.97
QIN022694,BAT016908,MCH0597,LIN012,FAC004,PRD0048,SUP0124,OPR0542,2025-07-01,INS002,62,52,10,Electrical Failure,Major,49.87,Fail,17482.3
QIN022695,BAT024553,MCH0246,LIN029,FAC010,PRD0131,SUP0087,OPR0203,2026-06-12,INS028,114,105,9,Electrical Failure,Major,50.447,Fail,3197.54
QIN022696,BAT021694,MCH0325,LIN011,FAC004,PRD0109,SUP0064,OPR0818,2025-10-21,INS001,187,184,3,Porosity,Major,49.762,Pass,94.74
QIN022697,BAT009647,MCH0152,LIN010,FAC004,PRD0101,SUP0064,OPR0869,2024-12-20,INS073,213,188,25,Misalignment,Major,49.915,Fail,8307.83
QIN022698,BAT008686,MCH0102,LIN015,FAC005,PRD0035,SUP0182,OPR0925,2025-12-24,INS023,149,139,10,Packaging Damage,Minor,49.392,Fail,16779.57
QIN022699,BAT036041,MCH0233,LIN015,FAC005,PRD0119,SUP0079,OPR0725,2023-08-25,INS022,214,207,7,Discoloration,Major,49.908,Pass,6563.7
QIN022700,BAT012609,MCH0370,LIN029,FAC010,PRD0036,SUP0002,OPR0579,2024-12-04,INS014,112,103,9,Packaging Damage,Minor,51.425,Fail,4462.14
QIN022701,BAT045644,MCH0428,LIN011,FAC004,PRD0113,SUP0162,OPR0744,2026-04-09,INS082,146,136,10,Surface Crack,Major,49.628,Fail,7311.87
QIN022702,BAT007465,MCH0115,LIN002,FAC001,PRD0015,SUP0154,OPR0543,2026-03-05,INS018,167,154,13,Porosity,Major,50.446,Fail,2894.83
QIN022703,BAT004594,MCH0505,LIN023,FAC008,PRD0135,SUP0043,OPR0567,2024-03-27,INS015,51,43,8,Electrical Failure,Minor,49.566,Fail,47888.98
QIN022704,BAT054345,MCH0570,LIN005,FAC002,PRD0136,SUP0004,OPR0098,2023-01-09,INS069,175,155,20,Packaging Damage,Major,49.656,Fail,10171.31
QIN022705,BAT020602,MCH0129,LIN003,FAC001,PRD0060,SUP0033,OPR0062,2025-12-10,INS055,191,170,21,Porosity,Minor,50.097,Fail,2189.09
QIN022706,BAT023240,MCH0100,LIN014,FAC005,PRD0126,SUP0195,OPR0808,2023-11-16,INS070,111,97,14,Discoloration,Minor,51.099,Fail,60451.03
QIN022707,BAT019982,MCH0523,LIN023,FAC008,PRD0027,SUP0001,OPR0670,2025-05-08,INS086,35,33,2,Misalignment,Major,51.015,Fail,1214.97
QIN022708,BAT055735,MCH0460,LIN030,FAC010,PRD0113,SUP0162,OPR0329,2026-04-05,INS054,153,140,13,Dimensional Error,Critical,49.72,Fail,31774.64
QIN022709,BAT043173,MCH0296,LIN026,FAC009,PRD0091,SUP0041,OPR0792,2023-09-12,INS058,99,95,4,Surface Crack,Critical,49.644,Fail,1951.22
QIN022710,BAT055104,MCH0213,LIN007,FAC003,PRD0005,SUP0166,OPR0890,2024-08-19,INS055,43,37,6,Surface Crack,Critical,49.084,Fail,20188.46
QIN022711,BAT054365,MCH0564,LIN015,FAC005,PRD0054,SUP0156,OPR0741,2023-03-29,INS002,148,134,14,Dimensional Error,Minor,50.124,Fail,4859.11
QIN022712,BAT009240,MCH0522,LIN024,FAC008,PRD0079,SUP0023,OPR0472,2026-06-29,INS088,137,111,26,Misalignment,Minor,51.319,Fail,61448.2
QIN022713,BAT014259,MCH0302,LIN016,FAC006,PRD0034,SUP0123,OPR0548,2023-11-29,INS038,235,204,31,Dimensional Error,Major,50.085,Fail,107320.19
QIN022714,BAT044932,MCH0153,LIN017,FAC006,PRD0036,SUP0002,OPR0351,2023-07-13,INS043,194,159,35,Electrical Failure,Minor,49.058,Fail,12300.25
QIN022715,BAT008223,MCH0414,LIN017,FAC006,PRD0023,SUP0110,OPR0732,2025-12-25,INS048,124,118,6,Dimensional Error,Critical,50.291,Fail,749.51
QIN022716,BAT012710,MCH0500,LIN025,FAC009,PRD0074,SUP0094,OPR0311,2024-02-17,INS089,232,209,23,Porosity,Minor,49.73,Fail,2459.22
QIN022717,BAT000049,MCH0506,LIN001,FAC001,PRD0007,SUP0078,OPR0754,2025-08-10,INS067,60,57,3,Discoloration,Minor,49.913,Pass,5889.56
QIN022718,BAT025026,MCH0233,LIN015,FAC005,PRD0116,SUP0009,OPR0017,2024-10-03,INS028,164,143,21,Discoloration,Minor,49.962,Fail,602.94
QIN022719,BAT008710,MCH0585,LIN026,FAC009,PRD0072,SUP0059,OPR0434,2026-04-10,INS070,221,203,18,Dimensional Error,Minor,50.168,Fail,6010.63
QIN022720,BAT053154,MCH0497,LIN029,FAC010,PRD0075,SUP0144,OPR0410,2023-08-08,INS030,106,93,13,Discoloration,Major,49.112,Fail,22041.94
QIN022721,BAT006386,MCH0140,LIN013,FAC005,PRD0122,SUP0199,OPR0848,2024-02-04,INS079,186,155,31,Packaging Damage,Minor,50.617,Fail,42731.36
QIN022722,BAT032680,MCH0304,LIN026,FAC009,PRD0030,SUP0031,OPR0567,2023-12-19,INS001,93,82,11,Packaging Damage,Minor,50.071,Fail,21366.07
QIN022723,BAT056221,MCH0059,LIN012,FAC004,PRD0041,SUP0015,OPR0209,2023-05-26,INS002,110,98,12,Electrical Failure,Major,51.176,Fail,37382.22
QIN022724,BAT045063,MCH0358,LIN027,FAC009,PRD0060,SUP0033,OPR0650,2025-04-16,INS002,161,137,24,Burr,Minor,50.156,Fail,14400.82
QIN022725,BAT049114,MCH0383,LIN005,FAC002,PRD0142,SUP0108,OPR0151,2026-05-10,INS048,151,129,22,Electrical Failure,Critical,49.926,Fail,19056.22
QIN022726,BAT056479,MCH0327,LIN009,FAC003,PRD0034,SUP0123,OPR0892,2025-09-16,INS054,157,153,4,Dimensional Error,Minor,49.76,Pass,3546.94
QIN022727,BAT023313,MCH0123,LIN019,FAC007,PRD0088,SUP0146,OPR0933,2023-02-13,INS008,120,110,10,Misalignment,Major,51.642,Fail,13762.03
QIN022728,BAT052641,MCH0438,LIN013,FAC005,PRD0039,SUP0072,OPR0548,2025-05-19,INS058,211,181,30,Burr,Minor,51.495,Fail,53739.43
QIN022729,BAT046663,MCH0379,LIN027,FAC009,PRD0011,SUP0200,OPR0033,2023-10-04,INS060,226,205,21,Burr,Minor,49.204,Fail,26894.39
QIN022730,BAT056847,MCH0017,LIN015,FAC005,PRD0139,SUP0088,OPR0064,2023-12-12,INS080,165,142,23,Surface Crack,Major,49.822,Fail,43365.38
QIN022731,BAT055446,MCH0319,LIN007,FAC003,PRD0018,SUP0091,OPR0145,2024-03-26,INS012,245,226,19,Burr,Minor,49.709,Fail,15369.29
QIN022732,BAT002438,MCH0275,LIN008,FAC003,PRD0142,SUP0108,OPR0946,2023-10-26,INS036,170,153,17,Porosity,Critical,51.448,Fail,25013.82
QIN022733,BAT045314,MCH0124,LIN013,FAC005,PRD0023,SUP0110,OPR0041,2024-10-31,INS062,210,191,19,Electrical Failure,Major,50.07,Fail,15016.71
QIN022734,BAT052837,MCH0363,LIN017,FAC006,PRD0073,SUP0009,OPR0200,2023-05-07,INS080,225,209,16,Surface Crack,Minor,49.588,Fail,10663.23
QIN022735,BAT046129,MCH0270,LIN013,FAC005,PRD0139,SUP0088,OPR0513,2024-05-09,INS060,122,113,9,Electrical Failure,Minor,48.926,Fail,15444.05
QIN022736,BAT027496,MCH0548,LIN011,FAC004,PRD0059,SUP0079,OPR0951,2025-07-31,INS027,135,112,23,Burr,Major,51.247,Fail,33822.29
QIN022737,BAT059573,MCH0037,LIN022,FAC008,PRD0108,SUP0110,OPR0849,2026-06-25,INS060,142,122,20,Discoloration,Minor,49.674,Fail,49350.4
QIN022738,BAT022975,MCH0456,LIN003,FAC001,PRD0070,SUP0146,OPR0420,2026-06-25,INS038,245,225,20,Discoloration,Minor,52.003,Fail,1229.78
QIN022739,BAT021272,MCH0353,LIN002,FAC001,PRD0070,SUP0146,OPR0174,2023-03-21,INS037,60,54,6,Burr,Minor,48.826,Fail,476.48
QIN022740,BAT000868,MCH0390,LIN011,FAC004,PRD0045,SUP0195,OPR0821,2023-10-23,INS067,142,128,14,Electrical Failure,Major,50.546,Fail,14754.55
QIN022741,BAT009597,MCH0298,LIN016,FAC006,PRD0073,SUP0009,OPR0511,2024-12-28,INS079,168,152,16,Packaging Damage,Minor,49.89,Fail,19183.35
QIN022742,BAT048548,MCH0351,LIN021,FAC007,PRD0028,SUP0101,OPR0382,2023-01-09,INS053,77,75,2,Misalignment,Minor,50.076,Pass,1087.38
QIN022743,BAT025656,MCH0343,LIN003,FAC001,PRD0106,SUP0106,OPR0024,2025-01-11,INS090,92,81,11,Surface Crack,Minor,50.912,Fail,14180.33
QIN022744,BAT049224,MCH0258,LIN026,FAC009,PRD0028,SUP0101,OPR0193,2025-02-09,INS019,76,71,5,Packaging Damage,Minor,50.471,Fail,3989.16
QIN022745,BAT018660,MCH0505,LIN023,FAC008,PRD0009,SUP0056,OPR0424,2025-03-14,INS044,204,184,20,Burr,Minor,49.278,Fail,39145.72
QIN022746,BAT000186,MCH0274,LIN024,FAC008,PRD0076,SUP0036,OPR0343,2025-09-14,INS060,129,114,15,Porosity,Critical,50.94,Fail,13180.25
QIN022747,BAT009937,MCH0565,LIN024,FAC008,PRD0056,SUP0009,OPR0089,2023-09-03,INS054,62,52,10,Burr,Minor,50.812,Fail,1936.08
QIN022748,BAT035775,MCH0553,LIN013,FAC005,PRD0063,SUP0068,OPR0940,2025-04-11,INS010,204,195,9,Electrical Failure,Minor,50.06,Pass,4462.77
QIN022749,BAT016499,MCH0049,LIN007,FAC003,PRD0088,SUP0146,OPR0445,2024-06-18,INS072,248,232,16,Dimensional Error,Critical,51.424,Fail,4199.38
QIN022750,BAT055422,MCH0542,LIN004,FAC002,PRD0015,SUP0154,OPR0344,2025-05-13,INS017,209,193,16,Electrical Failure,Minor,49.461,Fail,1130.34
QIN022751,BAT009458,MCH0518,LIN020,FAC007,PRD0068,SUP0178,OPR0956,2025-05-28,INS007,232,201,31,Burr,Minor,51.624,Fail,49201.04
QIN022752,BAT055099,MCH0384,LIN021,FAC007,PRD0116,SUP0009,OPR0427,2023-04-17,INS033,232,194,38,Misalignment,Minor,50.586,Fail,4550.17
QIN022753,BAT058149,MCH0087,LIN028,FAC010,PRD0111,SUP0026,OPR0732,2024-02-17,INS067,38,37,1,Packaging Damage,Minor,50.13,Pass,1888.44
QIN022754,BAT022706,MCH0404,LIN007,FAC003,PRD0052,SUP0067,OPR0171,2026-03-18,INS067,58,50,8,Packaging Damage,Major,50.211,Fail,22595.97
QIN022755,BAT013490,MCH0522,LIN024,FAC008,PRD0072,SUP0059,OPR0071,2023-02-06,INS085,95,91,4,Surface Crack,Major,50.122,Pass,9911.16
QIN022756,BAT016133,MCH0127,LIN004,FAC002,PRD0101,SUP0064,OPR0952,2024-06-22,INS075,248,230,18,Discoloration,Minor,51.329,Fail,2955.63
QIN022757,BAT002790,MCH0038,LIN022,FAC008,PRD0099,SUP0113,OPR0281,2024-11-01,INS021,82,75,7,Misalignment,Major,49.244,Fail,2456.88
QIN022758,BAT021507,MCH0446,LIN004,FAC002,PRD0072,SUP0059,OPR0487,2023-08-19,INS085,155,142,13,Misalignment,Minor,51.214,Fail,14772.54
QIN022759,BAT059546,MCH0051,LIN011,FAC004,PRD0022,SUP0149,OPR0369,2023-03-27,INS053,184,179,5,Porosity,Major,49.923,Pass,3312.12
QIN022760,BAT008351,MCH0333,LIN028,FAC010,PRD0120,SUP0092,OPR0069,2024-03-03,INS010,114,109,5,Misalignment,Minor,50.088,Pass,8819.15
QIN022761,BAT015896,MCH0478,LIN008,FAC003,PRD0070,SUP0146,OPR0894,2023-11-08,INS088,224,197,27,Electrical Failure,Minor,50.22,Fail,495.2
QIN022762,BAT029663,MCH0351,LIN021,FAC007,PRD0055,SUP0155,OPR0723,2025-01-05,INS035,209,181,28,Porosity,Critical,50.259,Fail,15900.88
QIN022763,BAT011159,MCH0465,LIN002,FAC001,PRD0113,SUP0162,OPR0355,2024-05-30,INS090,219,184,35,Surface Crack,Minor,49.66,Fail,166990.41
QIN022764,BAT041561,MCH0077,LIN003,FAC001,PRD0062,SUP0174,OPR0269,2024-05-10,INS013,109,100,9,Misalignment,Minor,50.507,Fail,39604.99
QIN022765,BAT029480,MCH0355,LIN029,FAC010,PRD0091,SUP0041,OPR0811,2024-02-16,INS059,206,199,7,Burr,Critical,47.984,Fail,3722.32
QIN022766,BAT021782,MCH0230,LIN017,FAC006,PRD0097,SUP0097,OPR0529,2024-03-12,INS008,167,148,19,Porosity,Major,51.007,Fail,20777.72
QIN022767,BAT055806,MCH0104,LIN004,FAC002,PRD0114,SUP0175,OPR0163,2025-02-20,INS082,112,108,4,Misalignment,Minor,49.85,Pass,3069.07
QIN022768,BAT050358,MCH0095,LIN022,FAC008,PRD0118,SUP0033,OPR0656,2023-08-18,INS008,119,106,13,Porosity,Minor,50.12,Fail,11462.52
QIN022769,BAT044650,MCH0167,LIN020,FAC007,PRD0021,SUP0089,OPR0819,2025-09-30,INS073,56,56,0,No Defect,,49.903,Pass,0.0
QIN022770,BAT022110,MCH0500,LIN025,FAC009,PRD0038,SUP0071,OPR0724,2024-12-11,INS075,173,140,33,Packaging Damage,Minor,51.892,Fail,33953.59
QIN022771,BAT013168,MCH0231,LIN008,FAC003,PRD0106,SUP0106,OPR0022,2023-06-11,INS029,44,41,3,Dimensional Error,Major,50.099,Fail,1515.11
QIN022772,BAT006463,MCH0055,LIN029,FAC010,PRD0014,SUP0083,OPR0017,2024-02-07,INS014,87,78,9,Misalignment,Major,48.925,Fail,40364.77
QIN022773,BAT047944,MCH0556,LIN013,FAC005,PRD0017,SUP0166,OPR0298,2023-02-07,INS058,78,76,2,Dimensional Error,Minor,50.232,Pass,6318.77
QIN022774,BAT035285,MCH0273,LIN002,FAC001,PRD0106,SUP0106,OPR0511,2023-08-29,INS003,111,97,14,Discoloration,Minor,50.815,Fail,5827.77
QIN022775,BAT054167,MCH0517,LIN005,FAC002,PRD0024,SUP0198,OPR0786,2026-04-26,INS046,122,106,16,Discoloration,Minor,48.907,Fail,21042.31
QIN022776,BAT056221,MCH0059,LIN012,FAC004,PRD0041,SUP0015,OPR0209,2023-05-26,INS087,210,189,21,Electrical Failure,Major,48.515,Fail,33024.77
QIN022777,BAT056265,MCH0148,LIN009,FAC003,PRD0143,SUP0095,OPR0881,2024-12-15,INS023,133,123,10,Misalignment,Minor,50.408,Fail,2439.87
QIN022778,BAT017988,MCH0594,LIN016,FAC006,PRD0008,SUP0198,OPR0950,2023-04-10,INS007,194,182,12,Packaging Damage,Major,51.638,Fail,10841.78
QIN022779,BAT000194,MCH0398,LIN029,FAC010,PRD0033,SUP0053,OPR0373,2023-09-24,INS018,102,90,12,Dimensional Error,Critical,49.8,Fail,11125.64
QIN022780,BAT043373,MCH0533,LIN017,FAC006,PRD0131,SUP0087,OPR0723,2023-06-15,INS041,163,147,16,Discoloration,Minor,50.481,Fail,27552.08
QIN022781,BAT057639,MCH0452,LIN026,FAC009,PRD0028,SUP0101,OPR0662,2024-01-25,INS028,194,180,14,Discoloration,Minor,49.896,Fail,3246.53
QIN022782,BAT052293,MCH0188,LIN004,FAC002,PRD0046,SUP0113,OPR0734,2024-04-10,INS042,216,197,19,Surface Crack,Minor,50.177,Fail,641.09
QIN022783,BAT050124,MCH0090,LIN018,FAC006,PRD0055,SUP0155,OPR0463,2024-07-18,INS007,138,134,4,Misalignment,Minor,49.884,Pass,7207.87
QIN022784,BAT049916,MCH0006,LIN013,FAC005,PRD0067,SUP0038,OPR0873,2023-10-30,INS071,137,119,18,Porosity,Minor,50.227,Fail,11654.33
QIN022785,BAT055423,MCH0523,LIN023,FAC008,PRD0101,SUP0064,OPR0144,2023-03-13,INS044,64,59,5,Discoloration,Major,50.884,Fail,7764.44
QIN022786,BAT013343,MCH0276,LIN012,FAC004,PRD0032,SUP0022,OPR0718,2023-09-04,INS008,69,67,2,Dimensional Error,Minor,49.909,Pass,54.98
QIN022787,BAT055683,MCH0353,LIN002,FAC001,PRD0141,SUP0138,OPR0368,2024-01-15,INS086,98,83,15,Surface Crack,Minor,51.461,Fail,595.6
QIN022788,BAT021687,MCH0503,LIN002,FAC001,PRD0006,SUP0088,OPR0421,2024-08-11,INS016,192,169,23,Discoloration,Minor,51.152,Fail,11073.14
QIN022789,BAT027288,MCH0440,LIN027,FAC009,PRD0035,SUP0182,OPR0438,2025-06-26,INS087,88,79,9,Burr,Minor,50.656,Fail,12338.63
QIN022790,BAT030494,MCH0162,LIN014,FAC005,PRD0096,SUP0028,OPR0245,2024-12-19,INS062,99,96,3,Porosity,Major,49.876,Pass,5269.52
QIN022791,BAT059888,MCH0108,LIN027,FAC009,PRD0065,SUP0160,OPR0524,2024-04-26,INS064,54,45,9,Surface Crack,Minor,49.352,Fail,31392.99
QIN022792,BAT042729,MCH0059,LIN012,FAC004,PRD0141,SUP0138,OPR0102,2023-04-02,INS044,231,215,16,Packaging Damage,Minor,51.082,Fail,268.7
QIN022793,BAT058375,MCH0207,LIN003,FAC001,PRD0140,SUP0056,OPR0464,2023-09-08,INS009,217,193,24,Misalignment,Minor,49.866,Fail,79731.97
QIN022794,BAT059672,MCH0004,LIN020,FAC007,PRD0131,SUP0087,OPR0103,2024-05-13,INS032,68,57,11,Electrical Failure,Minor,48.83,Fail,51008.97
QIN022795,BAT005578,MCH0428,LIN011,FAC004,PRD0095,SUP0054,OPR0745,2025-04-28,INS028,187,168,19,Surface Crack,Minor,50.445,Fail,669.71
QIN022796,BAT029514,MCH0298,LIN016,FAC006,PRD0150,SUP0201,OPR0367,2024-12-23,INS085,133,119,14,Burr,Major,50.155,Fail,2036.99
QIN022797,BAT028735,MCH0048,LIN024,FAC008,PRD0027,SUP0001,OPR0685,2023-05-11,INS019,96,88,8,Packaging Damage,Minor,50.689,Fail,6688.12
QIN022798,BAT024589,MCH0350,LIN021,FAC007,PRD0041,SUP0015,OPR0729,2024-03-12,INS013,138,118,20,Packaging Damage,Minor,50.726,Fail,9863.4
QIN022799,BAT047104,MCH0098,LIN002,FAC001,PRD0102,SUP0052,OPR0015,2025-09-10,INS023,124,113,11,Electrical Failure,Major,49.179,Fail,4172.13
QIN022800,BAT037838,MCH0510,LIN023,FAC008,PRD0091,SUP0041,OPR0844,2023-04-17,INS090,81,80,1,Discoloration,Minor,50.099,Pass,3781.16
QIN022801,BAT002989,MCH0408,LIN009,FAC003,PRD0127,SUP0209,OPR0803,2024-02-29,INS039,105,95,10,Packaging Damage,Minor,49.148,Fail,18896.3
QIN022802,BAT058581,MCH0356,LIN005,FAC002,PRD0097,SUP0097,OPR0517,2026-02-15,INS039,124,115,9,Surface Crack,Minor,49.279,Fail,6554.8
QIN022803,BAT043764,MCH0314,LIN023,FAC008,PRD0050,SUP0014,OPR0866,2024-09-12,INS009,108,101,7,Discoloration,Minor,50.756,Fail,24986.68
QIN022804,BAT054910,MCH0474,LIN003,FAC001,PRD0012,SUP0191,OPR0296,2026-03-10,INS022,64,58,6,Discoloration,Major,50.354,Fail,6215.5
QIN022805,BAT016449,MCH0071,LIN024,FAC008,PRD0051,SUP0137,OPR0025,2025-07-15,INS029,212,176,36,Electrical Failure,Minor,50.502,Fail,5722.52
QIN022806,BAT039614,MCH0367,LIN007,FAC003,PRD0032,SUP0022,OPR0807,2023-03-27,INS048,95,88,7,Misalignment,Critical,51.925,Fail,300.48
QIN022807,BAT049626,MCH0545,LIN004,FAC002,PRD0024,SUP0198,OPR0176,2024-02-20,INS038,191,171,20,Electrical Failure,Major,49.902,Fail,12322.01
QIN022808,BAT000551,MCH0097,LIN022,FAC008,PRD0029,SUP0108,OPR0146,2023-10-25,INS002,227,208,19,Discoloration,Major,50.163,Fail,12954.61
QIN022809,BAT051360,MCH0159,LIN014,FAC005,PRD0125,SUP0162,OPR0837,2023-12-16,INS065,157,147,10,Electrical Failure,Major,51.141,Fail,3444.09
QIN022810,BAT019814,MCH0233,LIN015,FAC005,PRD0149,SUP0181,OPR0292,2024-07-06,INS027,95,80,15,Dimensional Error,Major,48.718,Fail,25510.32
QIN022811,BAT059274,MCH0453,LIN010,FAC004,PRD0122,SUP0199,OPR0119,2024-11-18,INS052,111,94,17,Misalignment,Critical,51.295,Fail,97342.4
QIN022812,BAT052610,MCH0286,LIN023,FAC008,PRD0084,SUP0143,OPR0316,2025-06-28,INS028,245,222,23,Surface Crack,Minor,48.914,Fail,3358.26
QIN022813,BAT014490,MCH0412,LIN021,FAC007,PRD0050,SUP0014,OPR0126,2024-04-14,INS032,31,30,1,Discoloration,Major,50.043,Pass,9172.95
QIN022814,BAT032739,MCH0169,LIN003,FAC001,PRD0066,SUP0061,OPR0967,2025-11-01,INS035,97,92,5,Porosity,Major,48.655,Fail,3058.07
QIN022815,BAT032123,MCH0095,LIN022,FAC008,PRD0104,SUP0035,OPR0931,2023-12-18,INS039,105,101,4,Surface Crack,Minor,50.177,Pass,11120.42
QIN022816,BAT021191,MCH0212,LIN030,FAC010,PRD0099,SUP0113,OPR0160,2026-03-14,INS015,177,148,29,Discoloration,Major,49.675,Fail,6133.53
QIN022817,BAT009942,MCH0074,LIN001,FAC001,PRD0026,SUP0022,OPR0940,2026-05-03,INS073,209,193,16,Electrical Failure,Minor,51.385,Fail,13346.39
QIN022818,BAT051757,MCH0179,LIN010,FAC004,PRD0120,SUP0092,OPR0678,2023-10-29,INS068,53,51,2,Dimensional Error,Minor,49.521,Pass,2856.13
QIN022819,BAT050127,MCH0484,LIN019,FAC007,PRD0019,SUP0048,OPR0046,2023-09-06,INS028,96,80,16,Packaging Damage,Minor,50.596,Fail,11124.26
QIN022820,BAT029681,MCH0117,LIN013,FAC005,PRD0097,SUP0097,OPR0576,2024-07-13,INS029,124,115,9,Porosity,Minor,51.133,Fail,9002.29
QIN022821,BAT051885,MCH0280,LIN023,FAC008,PRD0067,SUP0038,OPR0550,2025-02-02,INS073,99,91,8,Electrical Failure,Major,49.504,Fail,1589.96
QIN022822,BAT023127,MCH0214,LIN018,FAC006,PRD0108,SUP0110,OPR0488,2026-01-26,INS010,52,45,7,Electrical Failure,Minor,49.451,Fail,22935.58
QIN022823,BAT025005,MCH0114,LIN004,FAC002,PRD0069,SUP0109,OPR0895,2023-03-10,INS015,88,85,3,Misalignment,Minor,50.008,Pass,1952.23
QIN022824,BAT032773,MCH0488,LIN023,FAC008,PRD0146,SUP0045,OPR0314,2026-05-28,INS086,216,203,13,Discoloration,Major,51.639,Fail,3436.84
QIN022825,BAT038949,MCH0571,LIN020,FAC007,PRD0033,SUP0053,OPR0303,2023-11-24,INS032,50,43,7,Misalignment,Major,49.793,Fail,13675.02
QIN022826,BAT007451,MCH0451,LIN013,FAC005,PRD0011,SUP0200,OPR0861,2025-07-06,INS055,31,30,1,Porosity,Minor,49.92,Pass,4834.71
QIN022827,BAT059996,MCH0114,LIN004,FAC002,PRD0022,SUP0149,OPR0242,2026-06-09,INS087,223,192,31,Dimensional Error,Minor,49.562,Fail,9246.82
QIN022828,BAT037475,MCH0010,LIN011,FAC004,PRD0017,SUP0166,OPR0985,2026-03-27,INS015,245,209,36,Dimensional Error,Minor,51.076,Fail,6676.97
QIN022829,BAT045677,MCH0527,LIN027,FAC009,PRD0039,SUP0072,OPR0521,2023-02-09,INS066,137,130,7,Burr,Minor,50.067,Fail,12259.96
QIN022830,BAT058754,MCH0511,LIN004,FAC002,PRD0105,SUP0005,OPR0656,2025-12-30,INS069,244,228,16,Dimensional Error,Minor,50.904,Fail,8624.12
QIN022831,BAT048651,MCH0042,LIN016,FAC006,PRD0011,SUP0200,OPR0085,2024-08-27,INS018,250,228,22,Misalignment,Minor,49.327,Fail,12338.71
QIN022832,BAT057921,MCH0576,LIN020,FAC007,PRD0115,SUP0151,OPR0967,2025-02-27,INS062,45,36,9,Burr,Minor,49.834,Fail,76177.62
QIN022833,BAT045618,MCH0171,LIN006,FAC002,PRD0002,SUP0183,OPR0286,2023-08-18,INS002,170,157,13,Surface Crack,Minor,50.592,Fail,12689.31
QIN022834,BAT021301,MCH0031,LIN010,FAC004,PRD0057,SUP0025,OPR0061,2023-03-29,INS062,151,136,15,Misalignment,Major,50.27,Fail,5523.04
QIN022835,BAT052352,MCH0376,LIN005,FAC002,PRD0123,SUP0009,OPR0325,2024-03-26,INS044,95,85,10,Discoloration,Minor,50.076,Fail,2598.14
QIN022836,BAT008628,MCH0442,LIN001,FAC001,PRD0145,SUP0141,OPR0369,2025-05-31,INS031,43,38,5,Surface Crack,Minor,49.149,Fail,3167.98
QIN022837,BAT042086,MCH0068,LIN009,FAC003,PRD0055,SUP0155,OPR0557,2025-11-19,INS064,75,70,5,Dimensional Error,Major,49.396,Fail,21102.4
QIN022838,BAT023302,MCH0480,LIN019,FAC007,PRD0092,SUP0205,OPR0987,2025-03-02,INS029,191,183,8,Burr,Minor,49.872,Pass,809.91
QIN022839,BAT059523,MCH0277,LIN001,FAC001,PRD0085,SUP0095,OPR1000,2023-10-23,INS067,67,63,4,Electrical Failure,Major,50.893,Fail,4409.33
QIN022840,BAT000080,MCH0465,LIN002,FAC001,PRD0012,SUP0191,OPR0332,2023-04-20,INS054,238,230,8,Electrical Failure,Minor,49.858,Pass,3389.68
QIN022841,BAT040163,MCH0178,LIN023,FAC008,PRD0072,SUP0059,OPR0375,2024-04-01,INS018,137,119,18,Discoloration,Minor,50.909,Fail,9913.47
QIN022842,BAT007377,MCH0446,LIN004,FAC002,PRD0052,SUP0067,OPR0708,2025-03-19,INS013,85,74,11,Electrical Failure,Major,50.364,Fail,67002.2
