work_order_id,machine_id,line_id,factory_id,linked_failure_event_id,scheduled_timestamp,completion_timestamp,maintenance_type,maintenance_reason,action_taken,maintenance_downtime_hours,parts_cost_inr,labor_cost_inr,total_maintenance_cost_inr,technician_id,work_order_status
MWO008288,MCH0487,LIN023,FAC008,,2023-04-12 15:56:11,2023-04-12 22:32:47,Predictive,Rising Temperature,Lubrication,6.61,3301.29,12116.35,15417.64,TECH122,Completed
MWO008289,MCH0330,LIN023,FAC008,,2023-12-20 22:09:46,2023-12-21 01:00:10,Corrective,Calibration Due,Lubrication,2.84,6439.22,4945.9,11385.12,TECH116,Completed
MWO008290,MCH0479,LIN007,FAC003,,2023-12-15 20:55:43,2023-12-16 01:52:07,Preventive,High Vibration,Calibration,4.94,1524.08,5054.81,6578.89,TECH095,Completed
MWO008291,MCH0100,LIN014,FAC005,,2023-11-24 04:32:05,2023-11-24 08:18:53,Preventive,High Vibration,Lubrication,3.78,16377.94,8762.91,25140.85,TECH093,Completed
MWO008292,MCH0355,LIN029,FAC010,,2025-04-22 11:14:51,2025-04-22 14:20:51,Preventive,High Vibration,Lubrication,3.1,28071.46,6343.53,34414.99,TECH056,Completed
MWO008293,MCH0585,LIN026,FAC009,,2024-02-06 01:16:15,2024-02-06 14:32:27,Preventive,High Vibration,Inspection,13.27,29802.27,16758.04,46560.31,TECH027,Cancelled
MWO008294,MCH0055,LIN029,FAC010,,2025-11-14 09:13:12,2025-11-14 22:35:24,Predictive,Scheduled Service,Electrical Repair,13.37,11976.3,14803.67,26779.97,TECH100,Completed
MWO008295,MCH0128,LIN027,FAC009,,2024-09-30 23:00:14,2024-10-01 04:43:26,Predictive,Calibration Due,Alignment,5.72,27103.03,11090.49,38193.52,TECH078,Completed
MWO008296,MCH0562,LIN011,FAC004,,2025-02-24 19:05:08,2025-02-24 22:10:32,Preventive,High Vibration,Alignment,3.09,7965.01,5188.55,13153.56,TECH112,In Progress
MWO008297,MCH0287,LIN017,FAC006,,2025-08-18 06:19:10,2025-08-18 09:23:58,Predictive,Scheduled Service,Replace Component,3.08,21734.95,3596.46,25331.41,TECH003,Completed
MWO008298,MCH0089,LIN017,FAC006,,2024-09-02 10:50:41,2024-09-02 12:24:53,Predictive,High Vibration,Calibration,1.57,20168.84,3326.56,23495.4,TECH123,Completed
MWO008299,MCH0563,LIN001,FAC001,,2024-04-03 16:45:00,2024-04-03 21:57:36,Preventive,Tool Wear,Replace Component,5.21,27243.56,5915.48,33159.04,TECH020,Completed
MWO008300,MCH0171,LIN006,FAC002,,2025-04-17 14:23:19,2025-04-17 16:04:07,Predictive,Rising Temperature,Calibration,1.68,21700.12,1750.93,23451.05,TECH029,Completed
MWO008301,MCH0533,LIN017,FAC006,,2024-05-08 02:09:56,2024-05-08 03:26:44,Preventive,Rising Temperature,Replace Component,1.28,70521.35,1843.6,72364.95,TECH131,Completed
MWO008302,MCH0188,LIN004,FAC002,,2025-05-26 21:40:25,2025-05-26 23:47:01,Preventive,Tool Wear,Replace Component,2.11,3065.96,3388.76,6454.72,TECH100,Completed
MWO008303,MCH0182,LIN025,FAC009,,2026-06-23 09:30:10,2026-06-23 14:16:22,Preventive,Tool Wear,Electrical Repair,4.77,29138.97,11061.4,40200.37,TECH112,Completed
MWO008304,MCH0384,LIN021,FAC007,,2025-07-08 10:02:44,2025-07-08 11:36:56,Predictive,Rising Temperature,Replace Component,1.57,11289.43,1900.16,13189.59,TECH055,Completed
MWO008305,MCH0047,LIN026,FAC009,,2024-09-27 15:02:43,2024-09-27 23:10:31,Predictive,Rising Temperature,Calibration,8.13,14368.21,17430.21,31798.42,TECH094,Completed
MWO008306,MCH0579,LIN003,FAC001,,2026-02-06 15:57:34,2026-02-06 18:56:22,Preventive,Oil Degradation,Replace Component,2.98,3997.46,5224.72,9222.18,TECH070,Completed
MWO008307,MCH0388,LIN011,FAC004,,2023-08-24 21:26:06,2023-08-25 11:10:30,Predictive,Calibration Due,Inspection,13.74,10253.08,14107.61,24360.69,TECH045,Completed
MWO008308,MCH0337,LIN028,FAC010,,2025-07-04 00:00:00,2025-07-04 04:07:12,Predictive,Scheduled Service,Inspection,4.12,10937.09,9178.77,20115.86,TECH004,Completed
MWO008309,MCH0275,LIN008,FAC003,,2024-01-09 02:10:13,2024-01-09 09:10:49,Preventive,Calibration Due,Calibration,7.01,6882.25,8854.95,15737.2,TECH065,Completed
MWO008310,MCH0494,LIN001,FAC001,,2025-04-30 20:33:33,2025-05-01 03:43:45,Predictive,High Vibration,Lubrication,7.17,12012.22,15758.92,27771.14,TECH105,Completed
MWO008311,MCH0561,LIN029,FAC010,,2024-12-27 20:13:00,2024-12-27 20:50:12,Preventive,High Vibration,Inspection,0.62,9987.87,693.53,10681.4,TECH119,Completed
MWO008312,MCH0127,LIN004,FAC002,,2025-09-04 21:52:34,2025-09-05 04:20:46,Preventive,Tool Wear,Calibration,6.47,19601.84,11816.18,31418.02,TECH118,Completed
MWO008313,MCH0478,LIN008,FAC003,,2024-08-30 02:00:52,2024-08-30 05:05:04,Preventive,Tool Wear,Alignment,3.07,15892.83,7067.29,22960.12,TECH126,Completed
MWO008314,MCH0556,LIN013,FAC005,,2023-02-15 07:56:06,2023-02-15 16:05:06,Preventive,High Vibration,Lubrication,8.15,7380.6,8464.23,15844.83,TECH126,Completed
MWO008315,MCH0107,LIN010,FAC004,,2026-04-19 19:36:02,2026-04-19 20:45:38,Preventive,Tool Wear,Electrical Repair,1.16,33312.43,1580.43,34892.86,TECH081,In Progress
MWO008316,MCH0569,LIN014,FAC005,,2024-06-20 01:07:04,2024-06-20 03:14:52,Predictive,Scheduled Service,Inspection,2.13,39451.67,3171.87,42623.54,TECH029,Completed
MWO008317,MCH0082,LIN027,FAC009,,2023-09-07 19:35:53,2023-09-08 04:18:29,Preventive,Rising Temperature,Replace Component,8.71,13093.22,17909.9,31003.12,TECH106,Completed
MWO008318,MCH0458,LIN007,FAC003,,2023-04-08 11:16:31,2023-04-08 11:35:43,Corrective,High Vibration,Replace Component,0.32,6135.85,608.54,6744.39,TECH010,Completed
MWO008319,MCH0011,LIN013,FAC005,,2023-08-03 00:37:45,2023-08-03 09:28:45,Preventive,Calibration Due,Inspection,8.85,10804.59,20286.4,31090.99,TECH101,Completed
MWO008320,MCH0185,LIN018,FAC006,,2023-09-21 06:31:25,2023-09-21 07:42:49,Preventive,Tool Wear,Alignment,1.19,20784.9,2616.57,23401.47,TECH138,In Progress
MWO008321,MCH0307,LIN024,FAC008,,2023-10-26 13:52:02,2023-10-26 15:40:02,Preventive,Tool Wear,Replace Component,1.8,45854.98,4202.72,50057.7,TECH013,Completed
MWO008322,MCH0409,LIN021,FAC007,,2024-02-19 07:14:10,2024-02-19 09:13:34,Predictive,High Vibration,Electrical Repair,1.99,44084.39,2778.05,46862.44,TECH060,Completed
MWO008323,MCH0557,LIN030,FAC010,,2026-01-06 19:53:51,2026-01-07 05:20:51,Preventive,Scheduled Service,Alignment,9.45,8621.45,9022.47,17643.92,TECH019,Cancelled
MWO008324,MCH0372,LIN025,FAC009,,2025-01-26 08:19:48,2025-01-26 17:53:24,Preventive,High Vibration,Calibration,9.56,14025.97,11237.79,25263.76,TECH126,Completed
MWO008325,MCH0345,LIN018,FAC006,,2026-01-27 23:33:27,2026-01-28 01:16:39,Preventive,Oil Degradation,Lubrication,1.72,18965.97,1937.35,20903.32,TECH068,Completed
MWO008326,MCH0279,LIN001,FAC001,,2023-04-03 21:26:03,2023-04-04 04:19:27,Preventive,High Vibration,Replace Component,6.89,23267.82,10230.32,33498.14,TECH101,Completed
MWO008327,MCH0307,LIN024,FAC008,,2024-03-03 17:27:55,2024-03-03 22:06:55,Predictive,Rising Temperature,Lubrication,4.65,13696.17,5313.14,19009.31,TECH089,Completed
MWO008328,MCH0169,LIN003,FAC001,,2024-10-10 01:06:34,2024-10-10 06:26:58,Preventive,Rising Temperature,Alignment,5.34,8203.15,5250.89,13454.04,TECH094,Completed
MWO008329,MCH0153,LIN017,FAC006,,2023-04-04 21:52:42,2023-04-05 02:04:42,Preventive,Tool Wear,Replace Component,4.2,9427.28,9424.88,18852.16,TECH050,Completed
MWO008330,MCH0390,LIN011,FAC004,,2023-08-26 07:55:41,2023-08-26 09:32:53,Preventive,Calibration Due,Calibration,1.62,7331.71,3561.79,10893.5,TECH003,Completed
MWO008331,MCH0129,LIN003,FAC001,,2026-01-21 17:35:02,2026-01-21 19:26:38,Predictive,Scheduled Service,Calibration,1.86,13390.76,2578.23,15968.99,TECH120,In Progress
MWO008332,MCH0204,LIN002,FAC001,,2024-04-05 14:14:20,2024-04-05 20:58:08,Preventive,Tool Wear,Alignment,6.73,3791.05,6452.32,10243.37,TECH059,Completed
MWO008333,MCH0115,LIN002,FAC001,,2024-02-28 20:54:44,2024-02-29 00:21:08,Predictive,Tool Wear,Inspection,3.44,7837.4,7251.66,15089.06,TECH022,Completed
MWO008334,MCH0448,LIN016,FAC006,,2026-06-01 12:23:34,2026-06-01 18:15:10,Preventive,Tool Wear,Electrical Repair,5.86,3475.52,11760.7,15236.22,TECH059,Completed
MWO008335,MCH0168,LIN015,FAC005,,2024-10-23 16:26:08,2024-10-23 21:27:20,Preventive,High Vibration,Inspection,5.02,47926.14,6260.64,54186.78,TECH083,Completed
MWO008336,MCH0224,LIN018,FAC006,,2024-06-24 04:46:18,2024-06-24 07:15:42,Predictive,Calibration Due,Lubrication,2.49,15846.61,4514.38,20360.99,TECH104,Completed
MWO008337,MCH0290,LIN027,FAC009,,2024-12-07 23:41:22,2024-12-08 05:49:10,Corrective,Tool Wear,Alignment,6.13,54616.12,8809.7,63425.82,TECH050,Completed
MWO008338,MCH0337,LIN028,FAC010,,2024-07-21 22:58:10,2024-07-22 01:34:46,Preventive,Calibration Due,Electrical Repair,2.61,15877.76,2629.42,18507.18,TECH023,In Progress
MWO008339,MCH0226,LIN027,FAC009,,2025-06-26 04:14:35,2025-06-26 07:44:35,Predictive,Calibration Due,Alignment,3.5,47440.29,5756.52,53196.81,TECH097,Completed
MWO008340,MCH0097,LIN022,FAC008,,2024-12-12 23:26:24,2024-12-13 01:57:00,Preventive,High Vibration,Inspection,2.51,2227.31,4004.5,6231.81,TECH011,Completed
MWO008341,MCH0410,LIN016,FAC006,,2024-12-20 21:14:58,2024-12-21 02:53:22,Predictive,Scheduled Service,Alignment,5.64,41460.31,9769.3,51229.61,TECH033,Completed
MWO008342,MCH0387,LIN005,FAC002,,2024-12-17 04:29:23,2024-12-17 10:54:35,Preventive,Tool Wear,Calibration,6.42,8180.99,9932.13,18113.12,TECH131,Completed
MWO008343,MCH0333,LIN028,FAC010,,2025-04-17 20:52:14,2025-04-18 02:57:38,Predictive,Tool Wear,Calibration,6.09,8145.67,9634.68,17780.35,TECH111,Completed
MWO008344,MCH0514,LIN029,FAC010,,2023-12-13 11:37:20,2023-12-13 20:50:32,Preventive,Oil Degradation,Alignment,9.22,7471.05,15960.48,23431.53,TECH040,Completed
MWO008345,MCH0566,LIN010,FAC004,,2023-07-04 15:05:03,2023-07-04 18:33:15,Preventive,High Vibration,Electrical Repair,3.47,1317.56,7840.06,9157.62,TECH059,Completed
MWO008346,MCH0032,LIN023,FAC008,,2024-12-13 08:25:30,2024-12-13 09:57:54,Preventive,Scheduled Service,Alignment,1.54,4846.43,3496.54,8342.97,TECH129,Completed
MWO008347,MCH0105,LIN004,FAC002,,2024-10-29 13:03:22,2024-10-29 19:02:46,Preventive,Tool Wear,Lubrication,5.99,5871.42,9246.11,15117.53,TECH077,Completed
MWO008348,MCH0463,LIN018,FAC006,,2023-03-11 11:33:53,2023-03-11 14:20:41,Preventive,High Vibration,Calibration,2.78,2350.46,4972.61,7323.07,TECH124,Completed
MWO008349,MCH0283,LIN027,FAC009,,2025-07-20 18:16:53,2025-07-20 19:55:17,Predictive,High Vibration,Inspection,1.64,2066.29,3351.58,5417.87,TECH007,Completed
MWO008350,MCH0348,LIN017,FAC006,,2023-03-01 20:48:19,2023-03-02 05:18:55,Preventive,Rising Temperature,Lubrication,8.51,51505.06,15680.73,67185.79,TECH050,Completed
MWO008351,MCH0170,LIN002,FAC001,,2023-06-10 11:47:40,2023-06-10 13:04:28,Preventive,Rising Temperature,Calibration,1.28,1875.39,1534.73,3410.12,TECH002,Completed
MWO008352,MCH0596,LIN022,FAC008,,2026-05-23 19:04:28,2026-05-23 20:01:28,Corrective,Rising Temperature,Calibration,0.95,10432.74,1058.2,11490.94,TECH026,Completed
MWO008353,MCH0208,LIN030,FAC010,,2023-02-11 18:16:23,2023-02-11 19:19:23,Preventive,Scheduled Service,Calibration,1.05,4834.38,2363.75,7198.13,TECH072,Completed
MWO008354,MCH0257,LIN013,FAC005,,2026-02-06 04:53:37,2026-02-06 05:55:25,Predictive,Calibration Due,Lubrication,1.03,36128.33,2356.83,38485.16,TECH049,In Progress
MWO008355,MCH0557,LIN030,FAC010,,2023-04-18 22:06:41,2023-04-19 05:32:29,Corrective,Tool Wear,Inspection,7.43,45915.38,12966.66,58882.04,TECH074,Completed
MWO008356,MCH0058,LIN028,FAC010,,2024-10-08 15:45:35,2024-10-08 18:04:47,Preventive,Scheduled Service,Lubrication,2.32,16730.5,3689.74,20420.24,TECH032,Completed
MWO008357,MCH0125,LIN008,FAC003,,2025-08-14 20:55:36,2025-08-15 03:45:24,Preventive,Calibration Due,Replace Component,6.83,23372.35,13383.1,36755.45,TECH104,Completed
MWO008358,MCH0249,LIN006,FAC002,,2023-09-13 11:20:52,2023-09-13 13:54:28,Preventive,Calibration Due,Calibration,2.56,28539.35,4355.85,32895.2,TECH101,Completed
MWO008359,MCH0495,LIN009,FAC003,,2025-04-15 05:34:45,2025-04-15 07:28:09,Predictive,High Vibration,Calibration,1.89,21226.79,2150.53,23377.32,TECH012,Completed
MWO008360,MCH0421,LIN007,FAC003,,2025-01-01 09:45:14,2025-01-01 12:28:26,Preventive,Oil Degradation,Calibration,2.72,5849.93,5358.38,11208.31,TECH040,Completed
MWO008361,MCH0559,LIN019,FAC007,,2024-08-03 10:27:49,2024-08-03 13:30:49,Preventive,Tool Wear,Electrical Repair,3.05,17183.41,3382.61,20566.02,TECH089,Completed
MWO008362,MCH0381,LIN011,FAC004,,2025-04-30 11:24:13,2025-04-30 13:58:25,Predictive,Scheduled Service,Lubrication,2.57,5414.07,5368.31,10782.38,TECH029,Completed
MWO008363,MCH0109,LIN018,FAC006,,2024-10-06 18:39:19,2024-10-06 23:08:07,Corrective,High Vibration,Inspection,4.48,13845.05,10455.19,24300.24,TECH068,Completed
MWO008364,MCH0520,LIN005,FAC002,,2023-09-02 17:18:23,2023-09-02 17:50:11,Predictive,Oil Degradation,Lubrication,0.53,16443.37,550.35,16993.72,TECH098,Completed
MWO008365,MCH0471,LIN013,FAC005,,2026-03-11 09:49:12,2026-03-11 22:06:36,Corrective,Calibration Due,Alignment,12.29,11414.51,15177.68,26592.19,TECH005,Completed
MWO008366,MCH0484,LIN019,FAC007,,2023-10-12 15:09:49,2023-10-12 17:36:49,Preventive,High Vibration,Alignment,2.45,30953.15,3275.57,34228.72,TECH048,Completed
MWO008367,MCH0338,LIN015,FAC005,,2023-08-04 13:19:28,2023-08-04 18:28:28,Preventive,Calibration Due,Alignment,5.15,17530.08,12089.4,29619.48,TECH049,Completed
MWO008368,MCH0026,LIN006,FAC002,,2025-11-25 10:23:43,2025-11-25 12:09:19,Preventive,Calibration Due,Replace Component,1.76,8609.67,2742.86,11352.53,TECH140,Completed
MWO008369,MCH0555,LIN021,FAC007,,2025-08-10 06:51:46,2025-08-10 11:41:34,Predictive,Oil Degradation,Electrical Repair,4.83,6132.9,11167.57,17300.47,TECH044,Completed
MWO008370,MCH0341,LIN006,FAC002,,2023-05-28 22:18:23,2023-05-28 23:09:59,Predictive,Oil Degradation,Electrical Repair,0.86,11436.22,1926.51,13362.73,TECH106,Completed
MWO008371,MCH0431,LIN023,FAC008,,2026-03-08 04:47:23,2026-03-08 11:10:47,Corrective,Oil Degradation,Calibration,6.39,12020.41,13940.41,25960.82,TECH036,Completed
MWO008372,MCH0085,LIN020,FAC007,,2024-12-26 02:49:05,2024-12-26 04:44:53,Preventive,High Vibration,Electrical Repair,1.93,36040.56,2762.97,38803.53,TECH035,Completed
MWO008373,MCH0175,LIN019,FAC007,,2025-01-03 04:14:58,2025-01-03 05:34:10,Preventive,Calibration Due,Replace Component,1.32,8320.61,2315.65,10636.26,TECH111,Completed
MWO008374,MCH0276,LIN012,FAC004,,2025-12-14 01:39:57,2025-12-14 06:48:57,Preventive,Rising Temperature,Calibration,5.15,7231.97,7937.6,15169.57,TECH058,Completed
MWO008375,MCH0599,LIN003,FAC001,,2023-10-07 19:33:27,2023-10-07 21:20:51,Preventive,High Vibration,Alignment,1.79,649.32,3030.19,3679.51,TECH035,In Progress
MWO008376,MCH0040,LIN003,FAC001,,2024-12-28 14:02:26,2024-12-28 14:53:26,Corrective,High Vibration,Calibration,0.85,16604.21,1325.57,17929.78,TECH034,Completed
MWO008377,MCH0053,LIN007,FAC003,,2024-07-09 03:08:11,2024-07-09 07:55:35,Preventive,Oil Degradation,Calibration,4.79,12529.5,7802.37,20331.87,TECH096,Completed
MWO008378,MCH0457,LIN007,FAC003,,2026-04-03 05:51:09,2026-04-03 17:07:57,Predictive,Rising Temperature,Lubrication,11.28,20015.98,23224.5,43240.48,TECH051,In Progress
MWO008379,MCH0407,LIN018,FAC006,,2025-07-02 06:04:51,2025-07-02 08:10:15,Preventive,Scheduled Service,Inspection,2.09,37458.21,3360.57,40818.78,TECH068,Completed
MWO008380,MCH0597,LIN012,FAC004,,2023-05-28 20:07:46,2023-05-29 00:11:22,Preventive,Calibration Due,Electrical Repair,4.06,10434.66,6742.26,17176.92,TECH028,Completed
MWO008381,MCH0342,LIN026,FAC009,,2023-01-21 01:38:59,2023-01-21 06:26:59,Preventive,Tool Wear,Alignment,4.8,14792.84,9171.18,23964.02,TECH120,Completed
MWO008382,MCH0373,LIN011,FAC004,,2024-11-07 10:39:42,2024-11-07 11:40:54,Predictive,High Vibration,Alignment,1.02,5027.72,993.12,6020.84,TECH129,Completed
MWO008383,MCH0311,LIN023,FAC008,,2026-05-17 02:30:44,2026-05-17 04:33:08,Preventive,Scheduled Service,Electrical Repair,2.04,18969.88,2624.83,21594.71,TECH115,Completed
MWO008384,MCH0195,LIN014,FAC005,,2023-01-13 17:53:18,2023-01-14 00:35:18,Preventive,Rising Temperature,Calibration,6.7,37756.42,6457.57,44213.99,TECH111,Completed
MWO008385,MCH0472,LIN011,FAC004,,2025-01-25 04:01:07,2025-01-25 07:33:31,Preventive,Scheduled Service,Alignment,3.54,25326.28,3846.31,29172.59,TECH068,Completed
MWO008386,MCH0097,LIN022,FAC008,,2024-02-27 04:34:01,2024-02-27 06:38:13,Corrective,Tool Wear,Inspection,2.07,8202.68,4199.55,12402.23,TECH033,In Progress
MWO008387,MCH0478,LIN008,FAC003,,2023-05-14 06:43:55,2023-05-14 14:22:55,Preventive,Tool Wear,Calibration,7.65,5621.33,13672.03,19293.36,TECH103,Completed
MWO008388,MCH0354,LIN005,FAC002,,2023-10-16 04:49:19,2023-10-16 16:24:07,Preventive,Scheduled Service,Lubrication,11.58,11242.62,18492.67,29735.29,TECH053,Completed
MWO008389,MCH0434,LIN011,FAC004,,2025-01-26 06:58:13,2025-01-26 12:37:13,Preventive,Rising Temperature,Lubrication,5.65,17209.51,13280.37,30489.88,TECH097,Completed
MWO008390,MCH0069,LIN018,FAC006,,2024-06-04 12:50:08,2024-06-04 18:53:44,Predictive,Oil Degradation,Calibration,6.06,13290.7,6398.4,19689.1,TECH121,Completed
MWO008391,MCH0371,LIN005,FAC002,,2024-02-13 09:42:39,2024-02-13 15:18:39,Preventive,Tool Wear,Calibration,5.6,19199.82,8586.5,27786.32,TECH091,Completed
MWO008392,MCH0318,LIN006,FAC002,,2025-03-30 20:35:21,2025-03-31 01:01:45,Preventive,Rising Temperature,Calibration,4.44,12493.48,8416.77,20910.25,TECH099,Completed
MWO008393,MCH0323,LIN027,FAC009,,2023-05-01 08:19:36,2023-05-01 09:34:36,Preventive,Tool Wear,Lubrication,1.25,9091.01,1249.05,10340.06,TECH033,Completed
MWO008394,MCH0395,LIN004,FAC002,,2024-03-08 20:08:11,2024-03-08 22:30:59,Preventive,Oil Degradation,Calibration,2.38,5041.49,3564.42,8605.91,TECH016,Completed
MWO008395,MCH0282,LIN001,FAC001,,2026-06-20 22:37:47,2026-06-21 00:29:59,Preventive,High Vibration,Electrical Repair,1.87,9651.3,2094.02,11745.32,TECH039,Completed
MWO008396,MCH0014,LIN029,FAC010,,2023-05-27 11:35:15,2023-05-27 21:01:39,Preventive,Rising Temperature,Replace Component,9.44,22938.24,17309.38,40247.62,TECH050,Completed
MWO008397,MCH0486,LIN029,FAC010,,2023-12-05 19:48:58,2023-12-05 21:12:58,Predictive,Scheduled Service,Inspection,1.4,27439.25,3090.23,30529.48,TECH011,Completed
MWO008398,MCH0144,LIN010,FAC004,,2023-06-11 01:38:07,2023-06-11 09:46:31,Predictive,Scheduled Service,Calibration,8.14,7061.58,12154.63,19216.21,TECH139,Completed
MWO008399,MCH0389,LIN002,FAC001,,2024-10-25 21:31:02,2024-10-26 07:31:38,Corrective,Oil Degradation,Lubrication,10.01,12207.5,18422.7,30630.2,TECH100,Completed
MWO008400,MCH0238,LIN007,FAC003,,2024-01-04 17:38:39,2024-01-04 22:07:27,Preventive,Tool Wear,Replace Component,4.48,2596.81,6980.88,9577.69,TECH071,Completed
MWO008401,MCH0345,LIN018,FAC006,,2025-12-12 13:58:31,2025-12-12 15:30:19,Corrective,Calibration Due,Inspection,1.53,11090.98,1599.78,12690.76,TECH038,Completed
MWO008402,MCH0596,LIN022,FAC008,,2024-03-30 21:15:26,2024-03-31 06:05:14,Preventive,Scheduled Service,Inspection,8.83,3314.49,17027.37,20341.86,TECH132,Completed
MWO008403,MCH0588,LIN006,FAC002,,2024-03-16 13:37:36,2024-03-16 15:56:48,Predictive,Calibration Due,Calibration,2.32,16124.47,5297.96,21422.43,TECH099,Completed
MWO008404,MCH0409,LIN021,FAC007,,2024-10-11 05:57:42,2024-10-11 07:22:18,Corrective,Rising Temperature,Alignment,1.41,17249.2,2828.83,20078.03,TECH051,Completed
MWO008405,MCH0332,LIN025,FAC009,,2026-04-07 13:34:10,2026-04-07 16:25:10,Corrective,Oil Degradation,Calibration,2.85,14399.88,4748.76,19148.64,TECH002,Completed
MWO008406,MCH0031,LIN010,FAC004,,2025-07-12 19:48:01,2025-07-12 22:51:01,Preventive,Rising Temperature,Electrical Repair,3.05,5713.66,5418.1,11131.76,TECH022,Completed
MWO008407,MCH0521,LIN019,FAC007,,2026-02-10 11:50:02,2026-02-10 19:53:02,Preventive,High Vibration,Calibration,8.05,21525.1,18514.58,40039.68,TECH131,Completed
MWO008408,MCH0255,LIN005,FAC002,,2024-11-19 03:40:31,2024-11-19 06:06:19,Preventive,Tool Wear,Alignment,2.43,47658.04,3879.2,51537.24,TECH068,Completed
MWO008409,MCH0083,LIN010,FAC004,,2025-01-09 04:23:14,2025-01-09 08:12:26,Corrective,High Vibration,Inspection,3.82,6259.75,5266.81,11526.56,TECH066,Completed
MWO008410,MCH0274,LIN024,FAC008,,2024-12-19 11:51:15,2024-12-19 19:53:03,Predictive,Scheduled Service,Lubrication,8.03,34198.42,16720.35,50918.77,TECH009,Completed
MWO008411,MCH0574,LIN029,FAC010,,2025-12-31 14:10:53,2025-12-31 22:15:05,Preventive,Tool Wear,Lubrication,8.07,16451.82,10895.71,27347.53,TECH116,Completed
MWO008412,MCH0096,LIN010,FAC004,,2024-07-18 11:46:07,2024-07-18 22:13:07,Predictive,Oil Degradation,Alignment,10.45,21157.98,20332.93,41490.91,TECH036,Completed
MWO008413,MCH0345,LIN018,FAC006,,2023-09-13 16:52:21,2023-09-13 18:41:33,Preventive,Calibration Due,Electrical Repair,1.82,2024.91,3132.53,5157.44,TECH135,Completed
MWO008414,MCH0167,LIN020,FAC007,,2023-11-27 15:12:35,2023-11-27 20:37:11,Corrective,Calibration Due,Lubrication,5.41,36978.51,9365.82,46344.33,TECH035,Completed
MWO008415,MCH0201,LIN006,FAC002,,2023-09-02 16:05:37,2023-09-02 23:15:49,Preventive,Rising Temperature,Inspection,7.17,22587.12,7384.92,29972.04,TECH093,Completed
MWO008416,MCH0524,LIN016,FAC006,,2025-01-04 01:03:02,2025-01-04 06:12:02,Predictive,Scheduled Service,Lubrication,5.15,27779.98,6160.32,33940.3,TECH044,Completed
MWO008417,MCH0018,LIN026,FAC009,,2023-03-22 07:49:50,2023-03-22 19:29:26,Corrective,Rising Temperature,Alignment,11.66,9294.27,19124.22,28418.49,TECH003,Completed
MWO008418,MCH0144,LIN010,FAC004,,2024-10-17 04:41:55,2024-10-17 08:14:19,Predictive,Oil Degradation,Alignment,3.54,5466.61,4735.94,10202.55,TECH135,Completed
MWO008419,MCH0347,LIN015,FAC005,,2024-05-10 22:04:34,2024-05-11 10:53:46,Preventive,Oil Degradation,Lubrication,12.82,11040.05,15599.68,26639.73,TECH084,Completed
MWO008420,MCH0270,LIN013,FAC005,,2026-03-11 08:23:06,2026-03-11 15:48:18,Predictive,Scheduled Service,Electrical Repair,7.42,17825.05,15707.81,33532.86,TECH058,Completed
MWO008421,MCH0241,LIN010,FAC004,,2025-11-10 08:59:15,2025-11-10 12:37:39,Preventive,Tool Wear,Calibration,3.64,16408.64,6307.26,22715.9,TECH003,In Progress
MWO008422,MCH0183,LIN025,FAC009,,2023-12-15 16:58:15,2023-12-16 00:06:03,Preventive,Rising Temperature,Replace Component,7.13,12367.27,12166.37,24533.64,TECH109,Completed
MWO008423,MCH0022,LIN024,FAC008,,2023-01-29 01:38:41,2023-01-29 03:57:53,Corrective,Tool Wear,Calibration,2.32,28025.14,5376.67,33401.81,TECH134,Completed
MWO008424,MCH0393,LIN019,FAC007,,2024-09-09 20:05:38,2024-09-09 23:27:14,Preventive,Calibration Due,Replace Component,3.36,10404.31,3599.7,14004.01,TECH102,Completed
MWO008425,MCH0478,LIN008,FAC003,,2026-04-27 02:34:09,2026-04-27 05:46:09,Predictive,Oil Degradation,Lubrication,3.2,5728.53,5602.79,11331.32,TECH027,Completed
MWO008426,MCH0454,LIN022,FAC008,,2026-02-20 22:37:30,2026-02-21 01:51:18,Preventive,Scheduled Service,Lubrication,3.23,8393.55,4561.15,12954.7,TECH123,Completed
MWO008427,MCH0006,LIN013,FAC005,,2025-10-02 07:14:52,2025-10-02 16:38:52,Preventive,Scheduled Service,Calibration,9.4,13155.46,18127.52,31282.98,TECH037,Completed
MWO008428,MCH0150,LIN008,FAC003,,2023-05-04 19:29:37,2023-05-05 02:28:25,Corrective,Tool Wear,Calibration,6.98,12334.34,10489.48,22823.82,TECH084,Completed
MWO008429,MCH0365,LIN014,FAC005,,2025-05-02 07:02:02,2025-05-02 13:27:14,Preventive,Calibration Due,Alignment,6.42,9855.2,9356.44,19211.64,TECH027,Completed
MWO008430,MCH0176,LIN008,FAC003,,2026-04-09 16:31:34,2026-04-09 20:09:22,Predictive,Oil Degradation,Lubrication,3.63,9878.03,5649.62,15527.65,TECH074,Completed
MWO008431,MCH0448,LIN016,FAC006,,2025-09-02 03:55:44,2025-09-02 07:46:08,Preventive,Calibration Due,Calibration,3.84,8329.32,8820.28,17149.6,TECH120,Completed
MWO008432,MCH0134,LIN006,FAC002,,2023-01-13 12:02:27,2023-01-13 15:55:15,Predictive,Calibration Due,Inspection,3.88,33683.91,8881.09,42565.0,TECH004,Completed
MWO008433,MCH0074,LIN001,FAC001,,2025-07-26 08:24:53,2025-07-26 12:02:05,Preventive,Rising Temperature,Replace Component,3.62,26964.94,5942.64,32907.58,TECH079,Completed
