failure_event_id,machine_id,line_id,factory_id,failure_timestamp,failure_mode,failure_severity,sensor_precursor_days,repair_duration_hours,estimated_failure_loss_inr,resolution_status
FLR002529,MCH0088,LIN015,FAC005,2023-08-08 10:08:30,Bearing Failure,Critical,5,21.37,1735785.44,Resolved
FLR002530,MCH0088,LIN015,FAC005,2024-06-03 00:01:01,Overheating,Major,7,7.07,189709.08,Resolved
FLR002531,MCH0419,LIN008,FAC003,2024-02-22 00:50:02,Excessive Vibration,Minor,6,3.55,376633.85,Resolved
FLR002532,MCH0167,LIN020,FAC007,2024-09-28 03:33:08,Lubrication Failure,Major,3,5.01,495461.68,Resolved
FLR002533,MCH0559,LIN019,FAC007,2025-12-05 10:00:13,Sensor Failure,Minor,3,7.45,595729.03,Open
FLR002534,MCH0317,LIN021,FAC007,2025-01-27 17:05:11,Tool Wear,Minor,3,7.92,457811.3,Resolved
FLR002535,MCH0315,LIN015,FAC005,2023-09-20 05:54:57,Electrical Fault,Critical,4,9.52,888665.97,Resolved
FLR002536,MCH0232,LIN030,FAC010,2024-04-09 08:19:02,Tool Wear,Major,4,10.51,1084224.41,Resolved
FLR002537,MCH0405,LIN026,FAC009,2023-12-22 15:11:16,Hydraulic Leak,Major,6,10.03,611189.95,Open
FLR002538,MCH0530,LIN014,FAC005,2025-08-24 00:01:01,Overheating,Critical,5,27.07,715769.73,Resolved
FLR002539,MCH0111,LIN012,FAC004,2025-08-23 01:03:23,Sensor Failure,Major,7,7.72,205337.25,Resolved
FLR002540,MCH0017,LIN015,FAC005,2023-08-29 11:38:30,Electrical Fault,Major,6,7.17,545064.32,Resolved
FLR002541,MCH0365,LIN014,FAC005,2023-10-12 12:24:45,Lubrication Failure,Critical,6,13.12,827165.86,Resolved
FLR002542,MCH0557,LIN030,FAC010,2025-05-09 20:35:52,Hydraulic Leak,Critical,2,18.99,1391244.74,Resolved
FLR002543,MCH0153,LIN017,FAC006,2025-12-08 16:16:17,Bearing Failure,Minor,4,0.37,23284.21,Resolved
FLR002544,MCH0580,LIN007,FAC003,2024-11-06 05:00:45,Hydraulic Leak,Critical,5,9.21,327124.41,Resolved
FLR002545,MCH0488,LIN023,FAC008,2024-05-14 11:10:22,Tool Wear,Critical,5,12.07,443358.96,Open
FLR002546,MCH0427,LIN027,FAC009,2024-02-27 04:18:44,Bearing Failure,Major,5,6.39,670169.94,Resolved
FLR002547,MCH0178,LIN023,FAC008,2025-11-15 02:00:14,Bearing Failure,Major,2,2.26,204310.21,Open
FLR002548,MCH0474,LIN003,FAC001,2024-07-03 09:30:26,Excessive Vibration,Major,7,4.54,384514.47,Open
FLR002549,MCH0339,LIN019,FAC007,2024-06-28 12:22:56,Bearing Failure,Major,7,3.22,377223.67,Resolved
FLR002550,MCH0260,LIN005,FAC002,2023-10-08 22:34:30,Bearing Failure,Major,7,10.48,533405.61,Resolved
FLR002551,MCH0117,LIN013,FAC005,2023-12-01 14:06:39,Lubrication Failure,Major,3,2.31,214286.86,Resolved
FLR002552,MCH0302,LIN016,FAC006,2025-08-26 10:03:11,Lubrication Failure,Major,6,1.48,152046.14,Open
FLR002553,MCH0578,LIN030,FAC010,2024-01-16 16:00:23,Overheating,Minor,7,8.0,762497.86,Open
FLR002554,MCH0425,LIN014,FAC005,2024-04-05 07:01:53,Sensor Failure,Major,1,5.49,519751.9,Resolved
FLR002555,MCH0256,LIN005,FAC002,2026-04-13 04:00:03,Tool Wear,Major,3,10.14,390005.4,Resolved
FLR002556,MCH0101,LIN022,FAC008,2026-04-05 18:52:35,Overheating,Major,5,4.83,125449.09,Resolved
FLR002557,MCH0061,LIN026,FAC009,2025-11-17 15:13:47,Bearing Failure,Critical,7,16.09,989594.43,Resolved
FLR002558,MCH0138,LIN003,FAC001,2023-04-30 12:29:18,Lubrication Failure,Critical,5,9.54,304400.93,Resolved
FLR002559,MCH0377,LIN009,FAC003,2025-04-10 16:24:23,Lubrication Failure,Critical,6,12.51,729212.66,Resolved
FLR002560,MCH0394,LIN001,FAC001,2025-04-08 21:23:33,Tool Wear,Major,5,12.02,410567.58,Resolved
FLR002561,MCH0525,LIN017,FAC006,2024-05-24 18:33:26,Excessive Vibration,Minor,3,2.8,319220.96,Open
FLR002562,MCH0376,LIN005,FAC002,2025-08-05 10:14:24,Sensor Failure,Minor,2,6.01,522462.97,Open
FLR002563,MCH0155,LIN022,FAC008,2024-07-26 18:04:52,Excessive Vibration,Major,7,15.61,1003760.02,Resolved
FLR002564,MCH0486,LIN029,FAC010,2024-03-16 16:19:58,Sensor Failure,Major,5,7.88,840942.12,Open
FLR002565,MCH0158,LIN027,FAC009,2024-10-15 05:44:50,Excessive Vibration,Minor,7,4.19,109433.98,Resolved
FLR002566,MCH0247,LIN026,FAC009,2026-06-18 05:08:00,Sensor Failure,Major,4,2.01,141062.8,Open
FLR002567,MCH0518,LIN020,FAC007,2023-09-18 11:08:00,Lubrication Failure,Critical,3,17.25,1189062.22,Resolved
FLR002568,MCH0353,LIN002,FAC001,2025-04-24 04:52:26,Bearing Failure,Critical,1,10.91,1203698.03,Resolved
FLR002569,MCH0123,LIN019,FAC007,2025-10-09 06:54:24,Tool Wear,Critical,4,15.85,1485910.46,Resolved
FLR002570,MCH0184,LIN001,FAC001,2023-07-02 17:44:09,Bearing Failure,Major,6,4.53,536108.29,Resolved
FLR002571,MCH0328,LIN024,FAC008,2024-09-03 14:56:35,Sensor Failure,Major,5,3.77,96141.26,Open
FLR002572,MCH0456,LIN003,FAC001,2024-01-28 19:30:09,Tool Wear,Minor,4,8.31,675500.4,Resolved
FLR002573,MCH0376,LIN005,FAC002,2026-06-17 00:28:08,Excessive Vibration,Major,2,5.22,348871.54,Resolved
FLR002574,MCH0374,LIN013,FAC005,2023-02-12 04:14:25,Lubrication Failure,Major,7,6.52,431958.36,Open
FLR002575,MCH0484,LIN019,FAC007,2024-06-20 11:50:48,Bearing Failure,Minor,6,8.52,542842.21,Resolved
FLR002576,MCH0208,LIN030,FAC010,2025-02-04 02:17:45,Bearing Failure,Minor,1,4.35,205677.24,Resolved
FLR002577,MCH0100,LIN014,FAC005,2024-07-28 18:02:19,Tool Wear,Critical,4,9.47,420108.91,Resolved
FLR002578,MCH0016,LIN009,FAC003,2024-09-03 00:14:23,Hydraulic Leak,Major,3,6.52,428892.65,Resolved
FLR002579,MCH0049,LIN007,FAC003,2024-05-08 01:33:41,Excessive Vibration,Minor,1,2.43,142912.94,Open
FLR002580,MCH0010,LIN011,FAC004,2025-10-20 05:19:23,Bearing Failure,Major,6,4.01,105360.74,Resolved
FLR002581,MCH0541,LIN019,FAC007,2023-09-11 23:49:48,Hydraulic Leak,Major,1,6.74,616079.94,Resolved
FLR002582,MCH0173,LIN020,FAC007,2024-09-09 20:41:18,Bearing Failure,Critical,6,15.59,775860.71,Open
FLR002583,MCH0536,LIN030,FAC010,2026-03-01 21:26:12,Electrical Fault,Major,6,4.31,139516.22,Resolved
FLR002584,MCH0056,LIN027,FAC009,2023-10-08 20:58:08,Tool Wear,Critical,4,9.63,462019.16,Open
FLR002585,MCH0541,LIN019,FAC007,2025-05-26 03:19:09,Bearing Failure,Critical,7,19.45,1411838.78,Resolved
FLR002586,MCH0349,LIN024,FAC008,2025-07-14 07:50:39,Hydraulic Leak,Critical,1,18.55,1179701.82,Resolved
FLR002587,MCH0478,LIN008,FAC003,2025-03-25 11:17:00,Bearing Failure,Major,1,4.99,533740.03,Resolved
FLR002588,MCH0111,LIN012,FAC004,2023-02-02 20:57:03,Excessive Vibration,Minor,7,9.26,646904.05,Resolved
FLR002589,MCH0039,LIN009,FAC003,2024-07-28 10:33:38,Bearing Failure,Major,5,1.57,103689.31,Resolved
FLR002590,MCH0024,LIN022,FAC008,2026-03-20 19:37:05,Excessive Vibration,Major,1,10.27,917485.53,Resolved
FLR002591,MCH0141,LIN006,FAC002,2025-07-07 09:33:11,Hydraulic Leak,Major,7,15.99,432888.26,Resolved
FLR002592,MCH0547,LIN005,FAC002,2025-04-13 08:24:09,Hydraulic Leak,Minor,1,8.99,283590.77,Resolved
FLR002593,MCH0306,LIN010,FAC004,2026-05-09 00:06:27,Overheating,Minor,2,3.41,376291.02,Resolved
FLR002594,MCH0472,LIN011,FAC004,2025-09-10 07:16:43,Lubrication Failure,Critical,1,12.01,643335.52,Resolved
FLR002595,MCH0562,LIN011,FAC004,2026-04-19 00:12:13,Excessive Vibration,Major,1,0.91,53577.92,Open
FLR002596,MCH0431,LIN023,FAC008,2024-01-05 04:37:11,Tool Wear,Major,5,6.2,542274.41,Resolved
FLR002597,MCH0192,LIN007,FAC003,2025-12-27 21:03:14,Excessive Vibration,Minor,2,6.16,663390.02,Resolved
FLR002598,MCH0258,LIN026,FAC009,2025-02-17 01:51:38,Electrical Fault,Major,7,4.56,478208.4,Resolved
FLR002599,MCH0497,LIN029,FAC010,2024-12-12 05:45:07,Electrical Fault,Minor,1,4.92,556415.58,Resolved
FLR002600,MCH0107,LIN010,FAC004,2024-12-08 07:31:25,Lubrication Failure,Minor,4,13.06,1351848.47,Resolved
FLR002601,MCH0221,LIN027,FAC009,2024-09-03 21:08:19,Lubrication Failure,Minor,5,9.6,399493.18,Resolved
FLR002602,MCH0437,LIN015,FAC005,2024-07-17 20:04:59,Sensor Failure,Minor,7,2.48,194784.42,Resolved
FLR002603,MCH0240,LIN015,FAC005,2024-10-22 19:32:24,Hydraulic Leak,Major,4,5.26,502053.5,Resolved
FLR002604,MCH0033,LIN010,FAC004,2024-08-20 21:00:59,Excessive Vibration,Minor,5,11.32,1034437.36,Resolved
FLR002605,MCH0367,LIN007,FAC003,2025-11-20 03:17:28,Lubrication Failure,Minor,2,6.36,743911.78,Resolved
FLR002606,MCH0274,LIN024,FAC008,2024-04-13 12:00:38,Sensor Failure,Major,2,4.28,504172.71,Open
FLR002607,MCH0457,LIN007,FAC003,2023-09-04 08:02:01,Bearing Failure,Major,5,7.95,895800.83,Resolved
FLR002608,MCH0376,LIN005,FAC002,2023-10-06 04:22:19,Electrical Fault,Minor,7,0.63,59147.69,Open
FLR002609,MCH0358,LIN027,FAC009,2025-02-05 12:37:39,Bearing Failure,Major,1,1.67,111028.17,Resolved
FLR002610,MCH0133,LIN013,FAC005,2024-10-27 02:42:05,Excessive Vibration,Major,2,4.0,368598.39,Open
FLR002611,MCH0201,LIN006,FAC002,2023-03-22 00:47:20,Hydraulic Leak,Major,3,11.07,1047034.36,Resolved
FLR002612,MCH0371,LIN005,FAC002,2025-10-20 09:54:19,Tool Wear,Minor,2,5.31,311325.63,Resolved
FLR002613,MCH0026,LIN006,FAC002,2024-12-26 17:01:30,Overheating,Major,2,6.48,164313.97,Resolved
FLR002614,MCH0465,LIN002,FAC001,2025-05-06 07:11:27,Tool Wear,Major,7,4.85,243020.19,Resolved
FLR002615,MCH0399,LIN028,FAC010,2023-04-14 03:33:51,Electrical Fault,Major,4,9.91,785631.81,Resolved
FLR002616,MCH0485,LIN007,FAC003,2026-04-12 10:53:56,Bearing Failure,Major,4,3.89,435488.75,Resolved
FLR002617,MCH0200,LIN004,FAC002,2023-06-22 22:34:55,Electrical Fault,Major,3,6.45,736792.38,Open
FLR002618,MCH0065,LIN005,FAC002,2025-01-22 11:10:00,Bearing Failure,Critical,5,10.67,1206779.46,Resolved
FLR002619,MCH0238,LIN007,FAC003,2023-09-22 22:24:19,Bearing Failure,Critical,1,13.54,651145.37,Resolved
FLR002620,MCH0369,LIN012,FAC004,2025-10-16 02:23:37,Tool Wear,Major,6,9.26,646330.86,Resolved
FLR002621,MCH0208,LIN030,FAC010,2023-10-22 17:52:30,Excessive Vibration,Major,6,2.79,144478.37,Resolved
FLR002622,MCH0435,LIN027,FAC009,2026-04-25 20:22:37,Excessive Vibration,Critical,1,13.68,670324.69,Resolved
FLR002623,MCH0404,LIN007,FAC003,2025-09-19 22:13:33,Electrical Fault,Major,2,7.23,477698.39,Open
FLR002624,MCH0478,LIN008,FAC003,2025-08-29 10:04:12,Hydraulic Leak,Minor,3,2.64,148226.3,Resolved
FLR002625,MCH0420,LIN015,FAC005,2024-12-02 08:05:35,Tool Wear,Major,2,4.31,410548.84,Resolved
FLR002626,MCH0332,LIN025,FAC009,2024-04-05 01:37:33,Electrical Fault,Major,6,4.25,378628.25,Resolved
FLR002627,MCH0114,LIN004,FAC002,2025-02-19 08:55:51,Electrical Fault,Major,3,6.03,610298.05,Resolved
FLR002628,MCH0429,LIN004,FAC002,2023-01-31 18:09:29,Hydraulic Leak,Critical,2,10.58,1158055.09,Open
FLR002629,MCH0022,LIN024,FAC008,2025-11-07 13:21:30,Sensor Failure,Minor,3,16.78,879902.42,Open
FLR002630,MCH0578,LIN030,FAC010,2024-07-26 15:13:46,Excessive Vibration,Major,6,21.34,1249430.3,Resolved
FLR002631,MCH0138,LIN003,FAC001,2025-10-07 09:46:01,Bearing Failure,Critical,1,20.73,1092038.19,Resolved
FLR002632,MCH0572,LIN017,FAC006,2023-09-13 21:33:50,Lubrication Failure,Major,2,2.74,313530.66,Resolved
FLR002633,MCH0409,LIN021,FAC007,2026-04-10 09:27:50,Overheating,Major,7,5.48,363200.16,Open
FLR002634,MCH0340,LIN012,FAC004,2026-04-12 21:47:46,Bearing Failure,Minor,3,21.94,1252267.64,Resolved
FLR002635,MCH0221,LIN027,FAC009,2024-01-10 11:57:26,Lubrication Failure,Critical,1,15.61,696810.58,Open
FLR002636,MCH0466,LIN005,FAC002,2025-12-02 01:26:31,Bearing Failure,Major,1,3.02,214464.89,Resolved
FLR002637,MCH0270,LIN013,FAC005,2025-05-21 00:46:02,Overheating,Minor,3,2.15,250313.62,Open
FLR002638,MCH0396,LIN028,FAC010,2024-09-17 22:05:59,Tool Wear,Major,2,9.79,518007.91,Resolved
FLR002639,MCH0027,LIN014,FAC005,2025-08-02 19:20:14,Sensor Failure,Critical,3,15.26,1524917.96,Resolved
FLR002640,MCH0501,LIN019,FAC007,2025-03-09 11:19:28,Sensor Failure,Critical,7,10.42,832691.81,Resolved
FLR002641,MCH0467,LIN027,FAC009,2023-04-17 08:07:36,Excessive Vibration,Major,2,8.87,900583.99,Resolved
FLR002642,MCH0088,LIN015,FAC005,2025-12-01 13:21:24,Excessive Vibration,Minor,2,1.63,120256.88,Resolved
FLR002643,MCH0078,LIN001,FAC001,2025-07-19 05:14:46,Lubrication Failure,Critical,7,37.13,3651388.38,Open
FLR002644,MCH0596,LIN022,FAC008,2025-10-18 17:36:54,Overheating,Major,4,7.42,581137.74,Resolved
FLR002645,MCH0358,LIN027,FAC009,2024-04-20 13:31:07,Tool Wear,Minor,4,2.39,246362.6,Open
FLR002646,MCH0034,LIN007,FAC003,2023-04-06 05:07:38,Electrical Fault,Major,1,10.13,428420.15,Open
FLR002647,MCH0346,LIN015,FAC005,2024-02-15 00:42:32,Electrical Fault,Major,1,3.14,325957.97,Resolved
FLR002648,MCH0351,LIN021,FAC007,2024-01-09 02:49:44,Excessive Vibration,Major,4,7.82,596237.41,Resolved
FLR002649,MCH0478,LIN008,FAC003,2025-09-29 06:59:06,Bearing Failure,Minor,4,10.89,1033354.51,Resolved
FLR002650,MCH0028,LIN004,FAC002,2024-12-29 14:28:41,Bearing Failure,Major,2,7.4,281000.55,Resolved
FLR002651,MCH0116,LIN010,FAC004,2023-12-27 14:43:14,Hydraulic Leak,Major,1,3.88,117220.11,Resolved
FLR002652,MCH0326,LIN026,FAC009,2023-05-20 14:16:28,Hydraulic Leak,Minor,5,13.28,1545936.78,Resolved
FLR002653,MCH0270,LIN013,FAC005,2023-03-01 14:50:32,Electrical Fault,Critical,6,11.54,352836.89,Resolved
FLR002654,MCH0120,LIN007,FAC003,2024-09-24 20:00:52,Tool Wear,Minor,6,8.56,821316.48,Resolved
FLR002655,MCH0292,LIN015,FAC005,2026-03-26 07:12:44,Overheating,Minor,7,2.51,259944.2,Open
FLR002656,MCH0122,LIN001,FAC001,2025-03-18 11:10:23,Bearing Failure,Major,5,3.96,220055.89,Resolved
FLR002657,MCH0569,LIN014,FAC005,2023-01-31 13:27:31,Bearing Failure,Major,2,2.09,179771.76,Resolved
FLR002658,MCH0316,LIN029,FAC010,2026-03-28 23:25:08,Hydraulic Leak,Major,2,7.09,240639.48,Resolved
FLR002659,MCH0061,LIN026,FAC009,2023-07-28 18:36:52,Electrical Fault,Major,3,5.14,331951.55,Resolved
FLR002660,MCH0063,LIN013,FAC005,2025-03-12 05:57:06,Sensor Failure,Minor,2,13.72,1022648.47,Open
FLR002661,MCH0396,LIN028,FAC010,2023-08-13 17:49:12,Sensor Failure,Major,6,9.39,664840.47,Open
FLR002662,MCH0227,LIN023,FAC008,2024-08-04 13:25:14,Excessive Vibration,Minor,4,5.08,397860.56,Open
FLR002663,MCH0495,LIN009,FAC003,2024-05-09 10:55:42,Bearing Failure,Major,4,3.06,94982.86,Resolved
FLR002664,MCH0406,LIN002,FAC001,2024-10-15 11:11:39,Bearing Failure,Critical,7,13.69,785567.0,Open
FLR002665,MCH0218,LIN007,FAC003,2023-11-09 01:36:56,Bearing Failure,Major,7,8.09,603907.67,Resolved
FLR002666,MCH0443,LIN021,FAC007,2024-10-06 08:57:17,Overheating,Minor,2,1.89,189673.66,Resolved
FLR002667,MCH0212,LIN030,FAC010,2025-05-07 15:19:49,Electrical Fault,Critical,7,14.08,510929.87,Resolved
FLR002668,MCH0188,LIN004,FAC002,2026-03-14 22:47:22,Sensor Failure,Minor,7,10.44,667752.6,Open
FLR002669,MCH0503,LIN002,FAC001,2025-02-02 17:18:44,Lubrication Failure,Major,1,9.87,1020565.32,Resolved
FLR002670,MCH0251,LIN017,FAC006,2025-12-09 20:30:40,Lubrication Failure,Minor,6,8.08,328015.56,Resolved
FLR002671,MCH0521,LIN019,FAC007,2024-02-04 06:55:57,Electrical Fault,Major,5,8.48,375839.14,Resolved
FLR002672,MCH0046,LIN029,FAC010,2025-12-08 22:49:46,Excessive Vibration,Major,1,1.82,60233.05,Open
FLR002673,MCH0530,LIN014,FAC005,2023-05-02 14:58:06,Excessive Vibration,Major,6,3.73,373763.69,Resolved
FLR002674,MCH0135,LIN015,FAC005,2026-01-18 12:20:20,Hydraulic Leak,Minor,3,8.59,716268.62,Resolved
FLR002675,MCH0485,LIN007,FAC003,2025-01-07 16:25:15,Excessive Vibration,Major,7,2.17,233242.63,Resolved
FLR002676,MCH0194,LIN015,FAC005,2023-04-01 14:44:28,Overheating,Minor,2,15.39,793622.28,Resolved
FLR002677,MCH0595,LIN028,FAC010,2024-07-21 02:05:56,Hydraulic Leak,Major,2,2.08,94451.23,Open
FLR002678,MCH0344,LIN019,FAC007,2023-09-28 12:01:13,Tool Wear,Major,5,25.35,1111883.11,Open
FLR002679,MCH0053,LIN007,FAC003,2024-10-29 07:57:50,Sensor Failure,Major,3,7.82,249115.89,Resolved
FLR002680,MCH0589,LIN023,FAC008,2024-08-06 11:47:23,Excessive Vibration,Critical,6,14.23,869447.91,Resolved
FLR002681,MCH0122,LIN001,FAC001,2023-10-03 13:14:11,Lubrication Failure,Major,6,2.42,187780.12,Resolved
FLR002682,MCH0491,LIN021,FAC007,2026-02-12 20:06:04,Hydraulic Leak,Major,3,6.0,353110.73,Open
FLR002683,MCH0342,LIN026,FAC009,2024-02-17 23:14:37,Overheating,Major,1,3.72,244628.64,Open
FLR002684,MCH0551,LIN025,FAC009,2023-05-18 04:45:04,Sensor Failure,Major,6,9.28,608308.96,Open
FLR002685,MCH0073,LIN002,FAC001,2026-01-22 11:19:03,Tool Wear,Major,2,7.75,583912.0,Open
FLR002686,MCH0483,LIN029,FAC010,2024-02-14 09:06:27,Hydraulic Leak,Major,3,4.54,406484.86,Resolved
FLR002687,MCH0266,LIN021,FAC007,2025-10-14 01:53:27,Bearing Failure,Critical,6,18.37,2109905.38,Resolved
FLR002688,MCH0250,LIN007,FAC003,2023-05-24 23:45:22,Overheating,Major,4,9.97,517331.89,Resolved
FLR002689,MCH0531,LIN021,FAC007,2025-06-16 19:04:31,Tool Wear,Minor,3,13.82,1539985.87,Resolved
FLR002690,MCH0430,LIN016,FAC006,2024-09-11 15:56:58,Electrical Fault,Critical,5,18.44,1416998.03,Resolved
FLR002691,MCH0007,LIN021,FAC007,2023-03-01 08:12:18,Tool Wear,Major,1,2.91,131856.39,Resolved
FLR002692,MCH0445,LIN029,FAC010,2026-02-13 21:50:51,Lubrication Failure,Minor,6,4.11,254513.13,Resolved
FLR002693,MCH0083,LIN010,FAC004,2023-01-11 10:15:03,Overheating,Minor,5,20.96,819621.44,Resolved
FLR002694,MCH0188,LIN004,FAC002,2024-06-21 23:33:11,Electrical Fault,Critical,2,20.14,1051696.21,Resolved
FLR002695,MCH0158,LIN027,FAC009,2024-11-01 22:54:34,Lubrication Failure,Critical,7,10.13,651797.26,Open
FLR002696,MCH0542,LIN004,FAC002,2025-07-26 09:14:30,Overheating,Minor,7,6.1,239771.45,Open
FLR002697,MCH0442,LIN001,FAC001,2025-09-10 12:49:07,Overheating,Minor,7,4.78,179011.55,Resolved
FLR002698,MCH0492,LIN009,FAC003,2023-06-02 02:33:26,Lubrication Failure,Major,3,3.44,98936.14,Resolved
FLR002699,MCH0413,LIN022,FAC008,2023-04-14 18:18:55,Excessive Vibration,Major,4,5.84,362010.23,Resolved
FLR002700,MCH0065,LIN005,FAC002,2023-09-20 09:24:59,Sensor Failure,Major,5,13.58,1610171.33,Resolved
FLR002701,MCH0439,LIN026,FAC009,2024-11-01 18:14:14,Lubrication Failure,Major,6,11.1,728468.51,Open
FLR002702,MCH0110,LIN002,FAC001,2025-04-24 01:30:40,Overheating,Major,3,3.85,335534.14,Open
FLR002703,MCH0576,LIN020,FAC007,2023-05-18 01:29:13,Sensor Failure,Major,6,4.15,430235.71,Resolved
FLR002704,MCH0479,LIN007,FAC003,2023-10-14 23:09:05,Overheating,Major,4,8.73,333364.83,Resolved
FLR002705,MCH0319,LIN007,FAC003,2025-11-21 14:34:19,Tool Wear,Minor,6,15.08,1192886.98,Open
FLR002706,MCH0384,LIN021,FAC007,2023-06-08 05:38:57,Lubrication Failure,Critical,1,13.79,1614122.75,Resolved
FLR002707,MCH0596,LIN022,FAC008,2023-06-01 06:56:56,Tool Wear,Minor,1,3.97,368831.65,Resolved
FLR002708,MCH0510,LIN023,FAC008,2023-05-31 08:44:17,Sensor Failure,Major,5,1.78,63169.25,Open
FLR002709,MCH0199,LIN008,FAC003,2023-05-07 05:53:53,Bearing Failure,Minor,3,13.84,512383.11,Resolved
FLR002710,MCH0136,LIN019,FAC007,2023-02-25 14:10:37,Excessive Vibration,Major,1,9.9,837947.93,Resolved
FLR002711,MCH0386,LIN012,FAC004,2026-06-25 12:08:01,Overheating,Major,2,0.9,105239.97,Resolved
FLR002712,MCH0547,LIN005,FAC002,2024-10-19 13:48:18,Excessive Vibration,Major,4,7.01,827084.94,Open
FLR002713,MCH0248,LIN028,FAC010,2024-05-29 16:23:37,Tool Wear,Major,6,6.41,262811.27,Resolved
FLR002714,MCH0230,LIN017,FAC006,2025-04-30 23:05:38,Electrical Fault,Minor,3,4.94,469475.29,Open
FLR002715,MCH0187,LIN006,FAC002,2025-04-24 18:32:26,Tool Wear,Minor,6,5.45,355207.47,Open
FLR002716,MCH0011,LIN013,FAC005,2024-06-17 17:50:20,Sensor Failure,Minor,4,1.57,94128.78,Open
FLR002717,MCH0296,LIN026,FAC009,2026-06-10 10:14:09,Bearing Failure,Major,6,9.88,560983.4,Resolved
FLR002718,MCH0561,LIN029,FAC010,2026-06-03 04:33:21,Overheating,Critical,7,12.95,1537387.61,Resolved
FLR002719,MCH0263,LIN018,FAC006,2025-08-05 12:30:02,Bearing Failure,Critical,4,15.97,1175605.08,Open
FLR002720,MCH0026,LIN006,FAC002,2023-07-28 08:34:45,Lubrication Failure,Critical,6,13.79,1596860.12,Resolved
FLR002721,MCH0482,LIN024,FAC008,2023-10-16 07:29:13,Sensor Failure,Critical,6,16.68,790956.81,Resolved
FLR002722,MCH0487,LIN023,FAC008,2024-11-28 13:49:14,Hydraulic Leak,Major,5,6.07,714374.39,Open
FLR002723,MCH0253,LIN016,FAC006,2026-05-21 16:28:03,Excessive Vibration,Critical,5,20.5,1756552.24,Resolved
FLR002724,MCH0465,LIN002,FAC001,2023-03-17 22:36:18,Excessive Vibration,Major,6,7.37,522888.72,Resolved
FLR002725,MCH0015,LIN014,FAC005,2025-01-19 16:31:39,Overheating,Minor,6,0.71,62537.46,Resolved
FLR002726,MCH0003,LIN025,FAC009,2025-09-23 15:59:14,Lubrication Failure,Major,7,10.01,736417.79,Resolved
FLR002727,MCH0112,LIN003,FAC001,2024-12-20 14:57:23,Lubrication Failure,Minor,3,4.19,144419.52,Resolved
FLR002728,MCH0499,LIN017,FAC006,2023-11-09 22:25:58,Sensor Failure,Major,2,3.66,369500.04,Resolved
FLR002729,MCH0170,LIN002,FAC001,2023-07-06 00:00:43,Excessive Vibration,Major,5,3.87,363898.07,Resolved
FLR002730,MCH0599,LIN003,FAC001,2023-01-14 10:51:53,Tool Wear,Minor,1,1.78,124395.66,Resolved
FLR002731,MCH0121,LIN008,FAC003,2023-12-15 01:05:31,Sensor Failure,Minor,4,3.74,284199.76,Open
FLR002732,MCH0053,LIN007,FAC003,2023-04-28 05:07:24,Electrical Fault,Minor,3,5.37,153850.17,Open
FLR002733,MCH0414,LIN017,FAC006,2025-02-20 14:47:14,Overheating,Minor,4,1.28,53977.28,Open
FLR002734,MCH0185,LIN018,FAC006,2026-01-18 23:50:17,Lubrication Failure,Minor,5,5.62,570217.0,Resolved
FLR002735,MCH0294,LIN006,FAC002,2024-04-27 05:23:03,Electrical Fault,Major,7,1.84,142925.79,Resolved
FLR002736,MCH0444,LIN012,FAC004,2026-05-11 23:14:49,Tool Wear,Minor,3,7.51,488831.24,Resolved
FLR002737,MCH0332,LIN025,FAC009,2023-04-24 12:04:25,Tool Wear,Major,7,9.33,263420.28,Resolved
FLR002738,MCH0237,LIN025,FAC009,2025-04-24 12:15:25,Bearing Failure,Major,4,9.14,277810.1,Open
FLR002739,MCH0307,LIN024,FAC008,2024-08-29 16:29:30,Excessive Vibration,Minor,5,10.8,693362.63,Open
FLR002740,MCH0496,LIN024,FAC008,2025-02-18 23:29:29,Excessive Vibration,Major,4,7.33,410954.79,Resolved
FLR002741,MCH0166,LIN004,FAC002,2025-01-25 07:06:57,Overheating,Critical,5,13.38,745884.05,Open
FLR002742,MCH0036,LIN014,FAC005,2024-01-04 14:19:23,Bearing Failure,Major,1,9.38,693795.32,Open
FLR002743,MCH0348,LIN017,FAC006,2025-03-27 05:11:03,Tool Wear,Minor,6,12.93,1010109.08,Resolved
FLR002744,MCH0029,LIN002,FAC001,2024-06-17 09:26:30,Excessive Vibration,Minor,2,8.35,275393.51,Resolved
FLR002745,MCH0347,LIN015,FAC005,2023-05-11 06:54:09,Electrical Fault,Major,7,3.91,129978.97,Resolved
FLR002746,MCH0391,LIN007,FAC003,2025-12-24 10:23:08,Hydraulic Leak,Minor,2,3.07,122419.87,Resolved
FLR002747,MCH0181,LIN020,FAC007,2023-08-08 16:09:06,Bearing Failure,Critical,7,13.9,513879.61,Resolved
FLR002748,MCH0011,LIN013,FAC005,2023-09-29 08:21:21,Bearing Failure,Major,5,7.99,488786.55,Resolved
FLR002749,MCH0002,LIN009,FAC003,2025-01-09 22:05:10,Lubrication Failure,Minor,4,4.75,199974.93,Open
FLR002750,MCH0439,LIN026,FAC009,2026-02-06 05:17:34,Sensor Failure,Major,6,6.17,163370.3,Resolved
FLR002751,MCH0274,LIN024,FAC008,2026-04-18 08:53:32,Electrical Fault,Critical,5,20.6,1083612.74,Resolved
FLR002752,MCH0198,LIN003,FAC001,2025-09-28 04:01:08,Overheating,Major,1,3.56,354960.66,Resolved
