downtime_event_id,machine_id,line_id,factory_id,linked_failure_event_id,linked_work_order_id,event_timestamp,downtime_cause,duration_hours,estimated_lost_units,estimated_loss_inr,resolution_status,impact_level
DTE006142,MCH0028,LIN004,FAC002,,MWO010634,2026-06-13 15:26:28,Tool Change,2.69,569,219837.96,Resolved,High
DTE006143,MCH0502,LIN011,FAC004,FLR000732,MWO000163,2026-01-04 13:53:23,Material Shortage,0.44,92,43550.81,Resolved,Medium
DTE006144,MCH0205,LIN030,FAC010,FLR002365,MWO002719,2025-03-17 13:19:30,Changeover,2.15,322,284333.75,Resolved,Low
DTE006145,MCH0328,LIN024,FAC008,,MWO011392,2024-09-02 00:41:28,Power Failure,9.29,668,715572.53,Resolved,High
DTE006146,MCH0091,LIN024,FAC008,,MWO003872,2025-07-27 05:48:57,Material Shortage,2.36,328,126592.93,Resolved,Critical
DTE006147,MCH0523,LIN023,FAC008,,MWO011780,2023-04-25 23:08:30,Tool Change,0.92,173,99829.34,Open,Medium
DTE006148,MCH0213,LIN007,FAC003,,MWO009913,2024-05-17 16:02:17,Planned Maintenance,0.4,71,72271.52,Resolved,Low
DTE006149,MCH0547,LIN005,FAC002,,MWO005329,2025-06-05 10:04:49,Quality Hold,4.48,782,527740.61,Resolved,Critical
DTE006150,MCH0183,LIN025,FAC009,,MWO004184,2025-05-07 02:30:52,Material Shortage,6.58,1544,955013.36,Resolved,Medium
DTE006151,MCH0326,LIN026,FAC009,,MWO010448,2024-11-11 15:05:10,Quality Hold,0.92,61,62488.05,Resolved,Medium
DTE006152,MCH0092,LIN005,FAC002,FLR000316,MWO001113,2023-02-15 12:21:40,Tool Change,6.1,1300,518305.12,Resolved,High
DTE006153,MCH0294,LIN006,FAC002,,MWO005418,2024-09-15 13:45:59,Power Failure,4.71,901,859564.16,Open,Critical
DTE006154,MCH0400,LIN002,FAC001,,MWO009663,2025-03-17 05:51:02,Quality Hold,8.46,1430,1480993.59,Resolved,Medium
DTE006155,MCH0485,LIN007,FAC003,FLR001943,MWO002631,2025-01-21 13:39:17,Changeover,8.51,1375,1426404.99,Resolved,Low
DTE006156,MCH0125,LIN008,FAC003,,MWO003416,2025-06-18 09:29:13,Material Shortage,1.33,212,217298.57,Resolved,Medium
DTE006157,MCH0190,LIN002,FAC001,FLR001629,MWO000870,2024-07-08 09:01:59,Planned Maintenance,1.09,50,50043.46,Resolved,Medium
DTE006158,MCH0194,LIN015,FAC005,,MWO005114,2024-11-07 06:08:20,Changeover,1.18,86,42172.12,Resolved,Medium
DTE006159,MCH0024,LIN022,FAC008,,MWO008881,2025-02-13 16:20:28,Changeover,5.06,1031,1156608.2,Resolved,Medium
DTE006160,MCH0322,LIN010,FAC004,,MWO005489,2025-12-23 10:51:22,Material Shortage,0.38,57,19966.13,Resolved,Medium
DTE006161,MCH0583,LIN027,FAC009,,MWO010169,2023-05-31 01:11:02,Quality Hold,1.61,264,231639.74,Resolved,High
DTE006162,MCH0105,LIN004,FAC002,FLR002495,MWO002375,2023-02-07 16:11:45,Tool Change,4.38,879,173153.73,Resolved,High
DTE006163,MCH0146,LIN004,FAC002,,MWO005314,2023-07-25 12:38:09,Material Shortage,5.81,1055,806710.05,Resolved,Low
DTE006164,MCH0325,LIN011,FAC004,FLR001018,MWO002952,2026-03-12 09:37:34,Material Shortage,4.73,354,92382.66,Open,Medium
DTE006165,MCH0134,LIN006,FAC002,,MWO011827,2023-01-20 08:12:31,Quality Hold,0.87,63,21181.89,Resolved,High
DTE006166,MCH0029,LIN002,FAC001,,MWO009638,2024-01-22 04:38:40,Quality Hold,3.45,735,169534.34,Resolved,Low
DTE006167,MCH0356,LIN005,FAC002,,MWO003452,2026-06-01 22:12:09,Power Failure,0.93,83,43317.39,Resolved,High
DTE006168,MCH0091,LIN024,FAC008,,MWO003872,2025-07-27 05:48:57,Quality Hold,6.55,703,143322.58,Resolved,High
DTE006169,MCH0350,LIN021,FAC007,,MWO003262,2024-12-16 19:47:55,Material Shortage,1.76,382,120705.83,Resolved,Critical
DTE006170,MCH0030,LIN022,FAC008,,MWO008023,2023-03-15 07:03:24,Power Failure,2.26,400,112336.98,Resolved,High
DTE006171,MCH0092,LIN005,FAC002,FLR001236,MWO001331,2023-07-22 13:17:29,Changeover,8.5,408,313406.43,Open,Medium
DTE006172,MCH0302,LIN016,FAC006,,MWO008819,2025-05-16 14:04:15,Material Shortage,6.69,1229,825169.68,Resolved,Critical
DTE006173,MCH0287,LIN017,FAC006,,MWO009584,2026-04-02 11:45:32,Changeover,2.14,266,131055.91,Resolved,Low
DTE006174,MCH0021,LIN007,FAC003,,MWO009339,2024-04-21 02:48:13,Tool Change,2.15,136,81132.44,Resolved,Low
DTE006175,MCH0141,LIN006,FAC002,,MWO005610,2024-09-02 09:52:17,Tool Change,2.02,218,69584.18,Open,High
DTE006176,MCH0452,LIN026,FAC009,,MWO006251,2025-02-17 11:38:40,Quality Hold,3.95,191,196552.66,Resolved,High
DTE006177,MCH0441,LIN020,FAC007,FLR002824,MWO001204,2024-02-20 02:43:00,Power Failure,4.57,398,363098.48,Resolved,High
DTE006178,MCH0431,LIN023,FAC008,FLR001258,MWO000620,2024-07-31 17:02:03,Planned Maintenance,4.35,184,173135.66,Resolved,High
DTE006179,MCH0574,LIN029,FAC010,,MWO007784,2025-11-22 12:53:55,Power Failure,0.86,64,56781.38,Resolved,High
DTE006180,MCH0426,LIN009,FAC003,,MWO009473,2025-02-15 09:10:03,Quality Hold,9.89,1700,334100.55,Resolved,Low
DTE006181,MCH0567,LIN016,FAC006,FLR002216,MWO002999,2025-01-22 10:45:57,Planned Maintenance,4.14,419,119511.0,Resolved,Medium
DTE006182,MCH0474,LIN003,FAC001,,MWO011191,2025-03-24 01:51:52,Tool Change,0.22,43,35875.36,Resolved,Medium
DTE006183,MCH0429,LIN004,FAC002,,MWO008072,2024-10-05 09:23:35,Planned Maintenance,0.36,50,39033.1,Resolved,Medium
DTE006184,MCH0545,LIN004,FAC002,FLR001767,MWO002863,2025-01-21 06:15:32,Tool Change,4.82,198,210744.54,Resolved,Medium
DTE006185,MCH0571,LIN020,FAC007,,MWO004384,2025-01-20 21:38:22,Changeover,2.65,291,252101.66,Resolved,Medium
DTE006186,MCH0086,LIN003,FAC001,,MWO011915,2024-05-13 06:36:28,Tool Change,8.05,1063,487863.68,Resolved,Medium
DTE006187,MCH0483,LIN029,FAC010,FLR000978,MWO001561,2024-09-17 23:33:20,Planned Maintenance,9.88,431,331168.06,Resolved,Medium
DTE006188,MCH0240,LIN015,FAC005,FLR002238,MWO001539,2023-01-24 20:31:28,Quality Hold,1.7,293,301459.12,Resolved,High
DTE006189,MCH0295,LIN020,FAC007,,MWO008878,2024-12-20 20:58:22,Material Shortage,5.95,1239,1214787.42,Resolved,Critical
DTE006190,MCH0410,LIN016,FAC006,,MWO007846,2023-12-11 03:19:10,Planned Maintenance,2.73,546,456728.33,Resolved,High
DTE006191,MCH0034,LIN007,FAC003,,MWO009028,2023-02-01 03:11:23,Planned Maintenance,3.54,804,370982.37,Resolved,Low
DTE006192,MCH0283,LIN027,FAC009,,MWO010108,2024-08-15 00:20:04,Material Shortage,8.57,1208,1133766.8,Resolved,Medium
DTE006193,MCH0288,LIN014,FAC005,,MWO004490,2023-10-31 22:45:41,Tool Change,5.43,304,207442.07,Resolved,High
DTE006194,MCH0522,LIN024,FAC008,,MWO008560,2023-01-22 00:14:58,Material Shortage,4.46,920,292811.32,Resolved,Critical
DTE006195,MCH0593,LIN019,FAC007,,MWO008587,2024-03-16 09:56:15,Quality Hold,1.62,290,331265.09,Resolved,Low
DTE006196,MCH0298,LIN016,FAC006,,MWO005975,2023-08-28 07:29:18,Quality Hold,0.7,154,52843.61,Resolved,Medium
DTE006197,MCH0321,LIN029,FAC010,,MWO010456,2024-04-04 10:12:36,Changeover,4.89,574,374337.5,Resolved,High
DTE006198,MCH0236,LIN021,FAC007,,MWO010063,2024-09-22 20:33:45,Planned Maintenance,3.35,587,499708.96,Resolved,Medium
DTE006199,MCH0206,LIN007,FAC003,,MWO003861,2026-06-08 12:06:31,Quality Hold,3.04,177,102757.22,Resolved,High
DTE006200,MCH0449,LIN024,FAC008,FLR000656,MWO002161,2023-10-04 12:59:35,Power Failure,7.91,759,175949.21,Resolved,High
DTE006201,MCH0146,LIN004,FAC002,,MWO011021,2026-06-18 15:52:27,Power Failure,4.52,972,444716.84,Resolved,Low
DTE006202,MCH0008,LIN015,FAC005,,MWO009077,2026-01-03 16:49:02,Power Failure,2.15,306,52770.21,Resolved,High
DTE006203,MCH0238,LIN007,FAC003,FLR001507,MWO000385,2023-02-13 19:57:13,Tool Change,4.43,795,607838.27,Resolved,High
DTE006204,MCH0093,LIN027,FAC009,FLR001414,MWO001484,2023-08-05 17:31:29,Power Failure,1.2,228,120584.91,Open,Medium
DTE006205,MCH0439,LIN026,FAC009,,MWO003289,2026-02-15 10:44:40,Quality Hold,0.57,33,22896.01,Resolved,Medium
DTE006206,MCH0415,LIN008,FAC003,FLR000093,MWO000077,2025-04-01 18:53:11,Changeover,2.45,558,287157.43,Resolved,High
DTE006207,MCH0131,LIN006,FAC002,,MWO008559,2024-07-15 06:17:11,Quality Hold,4.2,875,326222.04,Resolved,High
DTE006208,MCH0161,LIN008,FAC003,,MWO003166,2023-06-17 18:56:48,Power Failure,7.23,814,839010.71,Resolved,Medium
DTE006209,MCH0596,LIN022,FAC008,,MWO010440,2025-06-21 13:50:18,Material Shortage,2.73,414,205664.1,Resolved,Critical
DTE006210,MCH0043,LIN023,FAC008,,MWO006360,2025-08-04 10:03:37,Power Failure,1.35,58,23128.96,Resolved,Medium
DTE006211,MCH0427,LIN027,FAC009,,MWO011589,2024-04-26 03:19:35,Tool Change,4.39,1011,865327.38,Resolved,Low
DTE006212,MCH0252,LIN027,FAC009,,MWO003856,2023-06-05 21:47:08,Quality Hold,9.8,1179,1159732.77,Resolved,Medium
DTE006213,MCH0073,LIN002,FAC001,,MWO008727,2023-02-06 07:51:44,Tool Change,0.79,172,103840.38,Resolved,High
DTE006214,MCH0097,LIN022,FAC008,FLR001495,MWO000646,2023-08-12 16:09:28,Material Shortage,2.21,506,96138.6,Resolved,Medium
DTE006215,MCH0372,LIN025,FAC009,,MWO011806,2024-03-07 17:37:55,Planned Maintenance,1.79,133,130552.19,Resolved,High
DTE006216,MCH0332,LIN025,FAC009,,MWO008405,2026-04-07 13:34:10,Material Shortage,7.04,1152,504376.82,Resolved,Medium
DTE006217,MCH0327,LIN009,FAC003,,MWO004943,2023-06-24 15:49:57,Power Failure,5.97,1118,660244.09,Resolved,High
DTE006218,MCH0448,LIN016,FAC006,,MWO003406,2025-04-08 09:57:26,Power Failure,1.84,298,85135.36,Resolved,Low
DTE006219,MCH0170,LIN002,FAC001,,MWO005254,2024-09-09 19:30:53,Power Failure,0.77,102,33296.29,Resolved,Medium
DTE006220,MCH0434,LIN011,FAC004,,MWO007873,2023-06-03 20:34:17,Planned Maintenance,6.77,1347,235446.2,Resolved,Medium
DTE006221,MCH0421,LIN007,FAC003,,MWO011824,2025-05-04 17:35:51,Power Failure,7.16,881,371480.69,Resolved,High
DTE006222,MCH0127,LIN004,FAC002,FLR000276,MWO000569,2023-02-07 08:42:47,Changeover,0.05,9,4744.53,Resolved,Low
DTE006223,MCH0337,LIN028,FAC010,,MWO011400,2025-06-10 05:04:43,Tool Change,5.18,612,690254.65,Resolved,High
DTE006224,MCH0133,LIN013,FAC005,FLR000839,MWO000081,2025-02-11 11:30:04,Tool Change,3.11,701,644951.38,Resolved,High
DTE006225,MCH0166,LIN004,FAC002,FLR001112,MWO002214,2023-12-15 19:00:52,Quality Hold,5.05,1111,460279.46,Open,High
DTE006226,MCH0113,LIN015,FAC005,,MWO003265,2026-05-24 18:56:47,Changeover,3.04,356,361434.08,Resolved,Low
DTE006227,MCH0530,LIN014,FAC005,FLR002934,MWO000180,2026-06-18 14:22:48,Tool Change,0.72,154,107160.37,Open,High
DTE006228,MCH0002,LIN009,FAC003,,MWO005688,2024-03-24 21:58:54,Tool Change,12.75,2632,1241578.42,Resolved,High
DTE006229,MCH0103,LIN030,FAC010,,MWO006669,2023-01-15 17:33:22,Changeover,3.64,799,916974.55,Resolved,Low
DTE006230,MCH0081,LIN021,FAC007,FLR001990,MWO000851,2024-11-28 10:58:36,Changeover,8.32,591,409917.54,Resolved,Medium
DTE006231,MCH0112,LIN003,FAC001,,MWO011288,2024-07-15 17:56:45,Tool Change,1.78,164,195220.02,Resolved,Low
DTE006232,MCH0277,LIN001,FAC001,,MWO005725,2025-09-30 01:13:44,Tool Change,0.95,175,62625.32,Resolved,High
DTE006233,MCH0512,LIN030,FAC010,,MWO004297,2023-05-17 10:19:11,Quality Hold,0.82,136,127815.69,Open,Critical
DTE006234,MCH0066,LIN011,FAC004,,MWO006408,2025-04-01 00:10:22,Tool Change,4.77,843,193501.54,Resolved,High
DTE006235,MCH0533,LIN017,FAC006,,MWO006935,2024-10-15 09:32:09,Changeover,3.19,242,155235.13,Resolved,Low
DTE006236,MCH0042,LIN016,FAC006,FLR000887,MWO000321,2023-11-10 20:04:15,Changeover,0.98,163,82222.29,Resolved,Medium
DTE006237,MCH0540,LIN026,FAC009,,MWO010799,2024-11-29 15:36:02,Planned Maintenance,3.76,843,471760.03,Resolved,Medium
DTE006238,MCH0021,LIN007,FAC003,,MWO011212,2025-11-04 08:44:28,Material Shortage,2.48,262,103650.75,Resolved,Low
DTE006239,MCH0504,LIN008,FAC003,,MWO009454,2026-02-04 20:21:57,Power Failure,0.64,143,169625.98,Resolved,High
DTE006240,MCH0552,LIN012,FAC004,,MWO005720,2024-06-13 12:37:44,Power Failure,1.48,302,255348.2,Resolved,High
DTE006241,MCH0523,LIN023,FAC008,,MWO011278,2023-12-10 07:10:03,Material Shortage,5.76,650,626938.17,Resolved,High
DTE006242,MCH0305,LIN003,FAC001,,MWO004998,2025-04-08 23:25:41,Quality Hold,0.4,37,33182.91,Open,High
DTE006243,MCH0083,LIN010,FAC004,,MWO011654,2023-08-07 12:51:55,Planned Maintenance,2.83,263,99084.69,Resolved,High
DTE006244,MCH0459,LIN006,FAC002,FLR001094,MWO001521,2023-12-27 09:00:57,Quality Hold,2.23,192,217991.3,Open,Medium
DTE006245,MCH0282,LIN001,FAC001,,MWO008609,2024-10-16 03:51:21,Quality Hold,8.85,476,501171.79,Resolved,Low
DTE006246,MCH0291,LIN022,FAC008,FLR001369,MWO002209,2025-02-16 05:37:21,Planned Maintenance,10.85,658,664494.24,Resolved,High
DTE006247,MCH0229,LIN014,FAC005,,MWO010544,2026-03-11 18:20:30,Material Shortage,5.7,1338,294330.91,Resolved,Critical
DTE006248,MCH0593,LIN019,FAC007,,MWO005224,2024-02-25 22:04:05,Quality Hold,4.67,188,117902.42,Resolved,High
DTE006249,MCH0352,LIN027,FAC009,,MWO005715,2025-02-11 22:03:25,Tool Change,5.15,1111,438721.06,Resolved,High
DTE006250,MCH0232,LIN030,FAC010,,MWO010572,2026-05-26 22:20:38,Material Shortage,4.09,283,156250.16,Resolved,Low
DTE006251,MCH0031,LIN010,FAC004,FLR002283,MWO002140,2023-06-05 15:31:25,Quality Hold,4.81,829,151624.84,Resolved,High
DTE006252,MCH0405,LIN026,FAC009,FLR000797,MWO001144,2026-03-22 18:27:48,Quality Hold,4.72,861,701646.02,Resolved,High
DTE006253,MCH0315,LIN015,FAC005,,MWO003843,2024-11-03 01:15:08,Tool Change,2.32,141,61610.92,Resolved,High
DTE006254,MCH0361,LIN024,FAC008,,MWO006472,2023-12-26 23:03:08,Material Shortage,3.25,535,291172.99,Resolved,Medium
DTE006255,MCH0440,LIN027,FAC009,FLR001440,MWO002966,2026-01-23 01:11:16,Planned Maintenance,2.54,553,594877.11,Resolved,Medium
DTE006256,MCH0424,LIN022,FAC008,,MWO011890,2025-07-09 16:06:27,Planned Maintenance,3.85,749,544059.12,Resolved,High
DTE006257,MCH0346,LIN015,FAC005,FLR000863,MWO001620,2023-07-06 20:44:46,Changeover,9.31,1133,227711.61,Resolved,High
DTE006258,MCH0088,LIN015,FAC005,,MWO010869,2023-07-24 21:06:54,Power Failure,1.41,147,61382.59,Resolved,Medium
DTE006259,MCH0143,LIN020,FAC007,,MWO005345,2023-09-24 21:17:01,Tool Change,0.54,84,30187.05,Resolved,Medium
DTE006260,MCH0189,LIN004,FAC002,,MWO005222,2025-10-12 04:04:59,Planned Maintenance,4.74,331,209258.41,Resolved,Medium
DTE006261,MCH0127,LIN004,FAC002,,MWO004625,2025-12-09 18:38:01,Quality Hold,8.15,404,95251.35,Resolved,High
DTE006262,MCH0104,LIN004,FAC002,,MWO004419,2026-05-09 14:24:02,Changeover,3.85,872,417594.56,Resolved,Medium
DTE006263,MCH0442,LIN001,FAC001,FLR001232,MWO000147,2023-05-29 00:20:32,Power Failure,8.13,525,466817.08,Resolved,Medium
DTE006264,MCH0329,LIN014,FAC005,FLR000840,MWO002275,2023-12-23 23:27:30,Power Failure,0.88,202,185104.95,Open,Medium
DTE006265,MCH0332,LIN025,FAC009,FLR000270,MWO002168,2025-10-01 03:32:00,Tool Change,3.87,841,223144.09,Resolved,High
DTE006266,MCH0381,LIN011,FAC004,,MWO008745,2025-02-14 13:36:22,Planned Maintenance,14.62,1728,309594.89,Resolved,High
DTE006267,MCH0213,LIN007,FAC003,,MWO003329,2025-01-03 21:09:12,Quality Hold,2.32,134,145970.83,Resolved,Critical
DTE006268,MCH0462,LIN016,FAC006,,MWO010908,2023-10-06 21:58:16,Quality Hold,2.47,314,284876.67,Resolved,Medium
DTE006269,MCH0202,LIN009,FAC003,,MWO007424,2025-02-07 11:48:59,Quality Hold,8.71,944,749430.58,Resolved,Medium
DTE006270,MCH0179,LIN010,FAC004,,MWO010117,2025-01-21 09:20:18,Power Failure,3.4,467,233431.31,Resolved,Medium
DTE006271,MCH0401,LIN015,FAC005,,MWO007988,2025-03-12 22:53:24,Power Failure,1.61,72,52718.68,Resolved,High
DTE006272,MCH0218,LIN007,FAC003,,MWO006422,2025-05-02 07:22:06,Changeover,1.45,176,210430.71,Resolved,Medium
DTE006273,MCH0209,LIN030,FAC010,,MWO010653,2023-08-19 15:37:45,Tool Change,3.91,467,295007.61,Resolved,Medium
DTE006274,MCH0364,LIN029,FAC010,,MWO007718,2024-12-15 04:52:46,Power Failure,1.0,48,7675.45,Resolved,High
DTE006275,MCH0496,LIN024,FAC008,,MWO006270,2026-05-26 09:39:06,Changeover,1.16,137,97015.01,Resolved,Medium
DTE006276,MCH0006,LIN013,FAC005,FLR001052,MWO001832,2025-05-16 15:35:36,Changeover,4.8,377,88045.27,Resolved,Medium
DTE006277,MCH0126,LIN009,FAC003,,MWO007551,2025-05-26 17:59:50,Planned Maintenance,2.94,344,371689.5,Resolved,Medium
DTE006278,MCH0376,LIN005,FAC002,,MWO005273,2026-03-01 23:36:36,Quality Hold,0.62,122,124310.0,Resolved,Critical
DTE006279,MCH0526,LIN028,FAC010,FLR000602,MWO000166,2024-11-07 16:35:08,Quality Hold,3.53,250,289360.37,Resolved,High
DTE006280,MCH0497,LIN029,FAC010,FLR002599,MWO000098,2024-12-12 12:25:04,Tool Change,4.62,430,387857.1,Resolved,Low
DTE006281,MCH0365,LIN014,FAC005,FLR002171,MWO001944,2025-05-22 19:42:06,Quality Hold,5.5,1000,605463.93,Resolved,High
DTE006282,MCH0017,LIN015,FAC005,,MWO009886,2025-10-06 02:40:26,Planned Maintenance,2.71,110,32378.12,Resolved,Medium
DTE006283,MCH0195,LIN014,FAC005,,MWO006290,2024-12-29 18:40:23,Material Shortage,5.65,592,141373.08,Resolved,High
DTE006284,MCH0350,LIN021,FAC007,,MWO008607,2025-02-25 18:38:25,Planned Maintenance,0.89,186,202532.31,Open,High
DTE006285,MCH0366,LIN019,FAC007,,MWO010506,2023-05-13 11:03:51,Tool Change,4.1,636,383177.56,Resolved,Critical
DTE006286,MCH0147,LIN028,FAC010,,MWO003967,2025-12-01 08:12:50,Material Shortage,3.75,845,360045.84,Resolved,High
DTE006287,MCH0499,LIN017,FAC006,,MWO005413,2025-05-10 09:14:40,Material Shortage,1.14,246,98254.6,Resolved,Medium
DTE006288,MCH0007,LIN021,FAC007,,MWO004967,2025-11-12 14:11:08,Material Shortage,1.01,53,38677.1,Resolved,Critical
DTE006289,MCH0171,LIN006,FAC002,,MWO003304,2024-04-13 05:41:19,Quality Hold,2.82,652,375458.64,Resolved,Medium
DTE006290,MCH0534,LIN027,FAC009,,MWO007076,2024-01-25 13:22:34,Planned Maintenance,9.39,1341,1208907.85,Resolved,Medium
DTE006291,MCH0040,LIN003,FAC001,FLR002471,MWO000314,2024-02-17 12:17:26,Changeover,0.98,59,51474.89,Resolved,Critical
DTE006292,MCH0109,LIN018,FAC006,FLR002949,MWO001079,2026-01-11 09:19:25,Power Failure,7.96,506,228779.69,Resolved,Low
DTE006293,MCH0335,LIN026,FAC009,,MWO011508,2024-05-12 05:09:34,Changeover,12.42,1576,964566.22,Open,Critical
DTE006294,MCH0187,LIN006,FAC002,,MWO011440,2026-06-24 20:13:25,Power Failure,2.32,210,64316.0,Resolved,High
DTE006295,MCH0555,LIN021,FAC007,,MWO003551,2023-01-31 09:33:29,Changeover,3.73,360,200397.32,Resolved,Medium
DTE006296,MCH0552,LIN012,FAC004,,MWO011864,2026-05-20 12:38:37,Tool Change,4.19,334,344930.32,Resolved,Medium
DTE006297,MCH0584,LIN009,FAC003,,MWO003587,2025-11-04 03:23:20,Planned Maintenance,4.29,907,928913.05,Resolved,Medium
DTE006298,MCH0456,LIN003,FAC001,,MWO005118,2025-08-08 07:47:33,Quality Hold,8.83,1962,1837890.89,Resolved,High
DTE006299,MCH0109,LIN018,FAC006,,MWO009067,2024-10-26 06:58:23,Power Failure,2.17,321,125728.12,Resolved,High
DTE006300,MCH0182,LIN025,FAC009,,MWO010479,2025-01-13 22:50:11,Power Failure,6.66,1127,988444.01,Resolved,Medium
DTE006301,MCH0425,LIN014,FAC005,FLR001360,MWO001811,2026-02-27 13:33:33,Quality Hold,1.07,141,77850.72,Resolved,High
DTE006302,MCH0252,LIN027,FAC009,,MWO003344,2024-05-25 09:23:17,Quality Hold,1.24,271,74285.19,Resolved,Medium
DTE006303,MCH0090,LIN018,FAC006,FLR000084,MWO001235,2026-05-06 18:31:12,Changeover,5.41,1281,1063172.82,Resolved,High
DTE006304,MCH0150,LIN008,FAC003,FLR000356,MWO000279,2025-11-13 22:46:25,Material Shortage,1.98,167,174253.46,Resolved,Medium
DTE006305,MCH0358,LIN027,FAC009,FLR002645,MWO002814,2024-04-20 15:10:40,Material Shortage,5.62,776,872715.67,Resolved,High
DTE006306,MCH0232,LIN030,FAC010,,MWO006498,2026-02-04 19:11:25,Planned Maintenance,2.0,214,233778.12,Resolved,Low
DTE006307,MCH0580,LIN007,FAC003,,MWO005848,2026-06-12 12:24:17,Planned Maintenance,0.19,12,13786.67,Resolved,High
DTE006308,MCH0369,LIN012,FAC004,,MWO009442,2025-05-08 23:37:36,Planned Maintenance,3.46,710,330306.28,Resolved,Low
DTE006309,MCH0375,LIN005,FAC002,,MWO004138,2023-08-24 07:49:21,Material Shortage,2.48,518,390674.79,Open,Medium
DTE006310,MCH0401,LIN015,FAC005,,MWO003327,2024-07-29 21:51:44,Tool Change,0.66,157,69683.49,Resolved,High
DTE006311,MCH0073,LIN002,FAC001,,MWO008935,2025-01-05 13:49:17,Planned Maintenance,0.09,21,17908.88,Open,Medium
DTE006312,MCH0483,LIN029,FAC010,FLR002686,MWO001276,2024-02-14 12:52:10,Material Shortage,0.55,28,21145.21,Resolved,Medium
DTE006313,MCH0170,LIN002,FAC001,,MWO006960,2023-03-12 00:53:00,Power Failure,11.53,1404,1630104.09,Open,Medium
DTE006314,MCH0278,LIN002,FAC001,,MWO005246,2024-11-29 20:57:07,Quality Hold,3.99,379,235930.76,Resolved,Medium
DTE006315,MCH0479,LIN007,FAC003,FLR002704,MWO002663,2023-10-15 06:36:06,Material Shortage,0.78,98,94456.53,Resolved,Medium
DTE006316,MCH0424,LIN022,FAC008,FLR001585,MWO002243,2024-12-15 22:32:17,Planned Maintenance,0.49,30,24459.68,Resolved,High
DTE006317,MCH0153,LIN017,FAC006,,MWO006580,2024-02-08 17:03:20,Changeover,6.22,778,706064.88,Resolved,Critical
DTE006318,MCH0554,LIN028,FAC010,,MWO008912,2023-06-12 17:32:51,Material Shortage,1.49,212,133539.39,Resolved,Medium
DTE006319,MCH0366,LIN019,FAC007,,MWO004448,2024-03-06 12:54:16,Power Failure,1.74,106,113003.77,Resolved,Medium
DTE006320,MCH0382,LIN018,FAC006,,MWO003222,2023-06-07 17:19:20,Material Shortage,1.13,91,72603.15,Resolved,Low
DTE006321,MCH0267,LIN013,FAC005,,MWO004339,2025-06-10 11:22:12,Power Failure,5.67,979,720576.5,Open,High
DTE006322,MCH0515,LIN012,FAC004,,MWO010788,2025-02-12 09:30:37,Changeover,3.99,856,143133.13,Resolved,High
DTE006323,MCH0005,LIN010,FAC004,FLR002067,MWO002411,2025-09-15 21:50:15,Tool Change,1.87,377,282228.03,Resolved,Medium
DTE006324,MCH0335,LIN026,FAC009,,MWO005992,2024-03-17 17:37:55,Planned Maintenance,8.07,1106,1161623.7,Resolved,Medium
DTE006325,MCH0340,LIN012,FAC004,,MWO007214,2024-11-23 19:46:25,Power Failure,2.52,412,156896.83,Resolved,Medium
DTE006326,MCH0474,LIN003,FAC001,,MWO009560,2024-04-29 15:57:28,Quality Hold,9.58,2123,1902885.97,Resolved,Medium
DTE006327,MCH0011,LIN013,FAC005,,MWO008319,2023-08-03 00:37:45,Power Failure,4.55,370,239122.53,Resolved,Medium
DTE006328,MCH0312,LIN015,FAC005,FLR002837,MWO002887,2025-02-15 14:26:28,Quality Hold,2.87,401,396310.86,Resolved,Low
DTE006329,MCH0173,LIN020,FAC007,,MWO011708,2026-03-07 19:50:54,Power Failure,7.17,1147,1300938.84,Resolved,Medium
DTE006330,MCH0055,LIN029,FAC010,,MWO010306,2023-04-20 01:55:54,Changeover,1.36,294,147732.68,Resolved,High
DTE006331,MCH0062,LIN011,FAC004,FLR001292,MWO000183,2023-10-19 00:39:51,Changeover,0.35,67,75208.23,Resolved,High
DTE006332,MCH0585,LIN026,FAC009,FLR001452,MWO002686,2023-02-15 04:38:16,Changeover,2.81,545,452554.3,Resolved,Medium
DTE006333,MCH0363,LIN017,FAC006,,MWO007479,2025-02-23 23:11:39,Quality Hold,2.01,211,90731.69,Resolved,Medium
DTE006334,MCH0414,LIN017,FAC006,,MWO010113,2024-02-27 23:28:00,Changeover,3.69,185,37143.18,Resolved,Medium
DTE006335,MCH0084,LIN022,FAC008,,MWO003820,2024-07-30 07:51:29,Material Shortage,0.99,129,126906.0,Resolved,Critical
DTE006336,MCH0299,LIN014,FAC005,,MWO011631,2024-11-21 11:06:02,Tool Change,3.85,774,125779.17,Open,High
DTE006337,MCH0503,LIN002,FAC001,,MWO009986,2023-01-22 00:46:27,Planned Maintenance,0.94,192,207687.67,Resolved,Medium
DTE006338,MCH0124,LIN013,FAC005,,MWO006681,2025-08-18 04:08:13,Planned Maintenance,2.28,540,211742.38,Resolved,Medium
DTE006339,MCH0154,LIN006,FAC002,,MWO009056,2023-08-24 20:49:15,Material Shortage,9.9,1413,731557.96,Resolved,Low
DTE006340,MCH0576,LIN020,FAC007,,MWO009724,2025-10-11 20:24:03,Planned Maintenance,1.74,121,109435.1,Open,Medium
DTE006341,MCH0211,LIN018,FAC006,,MWO008507,2023-02-27 00:24:31,Power Failure,1.03,211,88175.41,Resolved,Critical
DTE006342,MCH0556,LIN013,FAC005,,MWO008314,2023-02-15 07:56:06,Tool Change,4.41,346,209894.73,Resolved,Medium
